"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"525";8719;"Hyundai Steel Co";"Investor";"public";"Republic of Korea";"Metal smelting, refining & forming";"Materials";"Iron & steel";"Metal smelting, refining & forming";"Materials";"Iron & steel";"Abs 3";"Scope 1+2 (location-based)";99;2;2015;2017;21769358;2050;"No, but we anticipate setting one in the next 2 years";4;"Underway";"- Reason for 99% emission from the base year : Since Yesan 1&2, Dangjin Special Steel and Suncheon Forging Plants are either merged or built additionally in the middle of 2015, their GHGs emissions are excluded for the fair comparisons with different years.- Reason for the change of targeted % reduction from base year : Due to overall production increase, the targeted reduction had to be re-adjusted.";"Possible % achieved issue";NA;"Dangjin, Suncheon, Suncheon Forging, Yesan, Suncheon Forging Plant (breakdown matches)";33;0.0303030303030303;0.0571428571428571;2018;"2018-12-31";19573208;"C6 2019 S1, C6 2019 S2L";NA;NA;22525855;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;"-0hb-0fb-0zb-7gb-0wamq-0waoq-0tb-0tc-0rcd-0rce-0rcc-0rcd-2am-2bo-2ea-2famq-2axt-2bxt-5ab";"Base year emissions check: -0wamq: stated base year emissions are 12% higher than calculated base year emissions (C6 2019 | TOTAL 19377475.92). -0waoq: stated base year emissions are 12% higher than calculated base year emissions (DWH 2016 | TOTAL 19377490.77).; Found keyword(s): Dangjin, Suncheon, Suncheon Forging, Yesan, Suncheon Forging Plant; Organizational changes: Change in methodology: 0.45% increased in 2018,  Change in boundary: 0.57% increased in 2018, Mergers: 0.17% increased in 2017,  Change in methodology: 1.26% decreased in 2017";"8719-abs-S12L-2015-2050-1";"absolute"
"526";8761;"ICF International";"Investor";"public";"United States of America";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";"Abs 1";"Scope 1 +2 (market-based)";100;60;2013;2017;8134;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";42;"Underway";"ICF has set a target of reducing our Scope 1+2 (market-based) emissions by 60% by 2025 compared to our 2013 baseline. As of 2018, we're on track to exceed this target, reducing our Scope 1+2 (market-based) emissions by 88% compared to our 2013 baseline. For the remainder of our target period, we will aim to control the growth of our scope 1+2 emissions to ensure that we achieve a 60% reduction by 2025. We consider this to be a science-based target based on our use of the Science-Based Targets Initiative's Sector Decarbonization Approach (SDA) tool using the Services / Commercial Buildings sector assumptions. While projecting a 2% annual growth in m2 to 2025, the SDA tool calls for a 38.3% reduction in our Scope 1+2 emissions by 2025 compared to our 2013 baseline. Therefore, we consider that this is a science-based target that exceeds the reductions called for using the SDA methodology. This target equates to a 5% annual linear reduction and aligns with limiting global warming to less than 1.5C.";NA;NA;"annual";8;0.125;5;2018;"2018-12-31";8134;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;995.56;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ma-0e-0fb-0e-0fa-0fa-0fa-0zb-7f-0vk-0rcd-0rbd-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 8134).; Organizational changes: Change in methodology: 4.0% decreased in 2018, Change in methodology: 6% decrease in 2016, Change in methodology: 0.1% decrease in 2015";"8761-abs-S12M-2013-2025-1";"absolute"
"527";8825;"Impala Platinum Holdings";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Other non-ferrous metals, Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Abs 1";"Scope 2 (location-based)";100;5;2008;2009;2699297;2020;"No, but we are reporting another target that is science-based";0;"Underway";"Total Scope 2 in 2018: 3175 ktCO2e (SD Report 2018 page 80). Emissions decreased in 2018. This was a result of decreased production at both Rustenburg and Zimplats operations";NA;NA;"Zimplats (breakdown matches)";11;0.727272727272727;0.416666666666667;2018;"2018-06-30";2699297;"C5.1 2019 S2L";NA;NA;3175200;"C6 2019 S2L";NA;NA;"-0cb-0za-7f-0zb-7f-0vk-0tc-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 2699297).; Found keyword(s): Zimplats; Organizational changes: Change in methodology: 4% decrease in 2012";"8825-abs-S2L-2008-2020-1";"absolute"
"528";8825;"Impala Platinum Holdings";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Other non-ferrous metals, Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Abs 2";"Scope 2 (location-based)";100;35;2015;2016;3001522;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"Underway";"Total Scope 2 emissions in 2018 was 3175 ktCO2e (SD Report 2018 page 80). This target is science based because it is linked to the South African national utility's uptake of renewable energy which is in turn is linked to South Africa's peak-plateau-decline emissions trajectory commitments35% reduction by 2030 which is 1951 ktCO2 of Implats' absolute emissions.Emissions have decreased due to lower production, but emissions are still higher than the base year.";NA;NA;"South Africa (breakdown matches)";14;0.0714285714285714;2.33333333333333;2018;"2018-06-30";3001522;"DWH 2016 S2L";NA;NA;3175200;"C6 2019 S2L";NA;NA;"-0cb-0e-0za-7f-0zb-7f-0vo-0ta-5aa";"Base year emissions check: -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 3001522).; Found keyword(s): South Africa";"8825-abs-S2L-2015-2030-1";"absolute"
"529";8825;"Impala Platinum Holdings";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Other non-ferrous metals, Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Abs 3";"Scope 2 (location-based)";100;63;2015;2016;3001522;2040;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"Underway";"Total Scope 2 emissions in 2018 was 3175 ktCO2e. This target is science based because it is linked to the national utilities uptake of renewable energy which is in turn is linked to South Africa's peak-plateau-decline emissions trajectory commitments63% reduction by 2040, equivalent to 1111 ktCO2 absolute emissions. Emissions have decreased due to lower production, but emissions are still higher than base year";NA;NA;"South Africa (breakdown matches)";24;0.0416666666666667;2.52;2018;"2018-06-30";3001522;"DWH 2016 S2L";NA;NA;3175200;"C6 2019 S2L";NA;NA;"-0cb-0e-0db-0za-7f-0zb-7f-0vo-0ta-5aa";"Base year emissions check: -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 3001522).; Found keyword(s): South Africa";"8825-abs-S2L-2015-2040-1";"absolute"
"530";8825;"Impala Platinum Holdings";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Other non-ferrous metals, Other non-ferrous ore mining, Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Abs 4";"Scope 1";100;2;2017;2018;410344;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"Total Scope 1 emissions in 2018: 393 ktCO2 (SD Report 2018 page 80). Emissions have decreased due to lower production. 2% reduction from 2017 base year would result in 402137 tCO2e";NA;NA;NA;2;-0.5;0.666666666666667;2018;"2018-06-30";410344;"C6 2018 S1";NA;NA;393480;"C6 2019 S1";NA;NA;"-0ca-0e-0zb-7f-0vm-0vn-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 410344). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 410344).";"8825-abs-S1-2017-2020-1";"absolute"
"531";8833;"IHI Corporation";"Investor";"public";"Japan";"Construction, Metal smelting, refining & forming, Powered machinery, Specialized professional services";"Infrastructure, Manufacturing, Materials, Services";"Agriculture, construction & mining machinery, Energy infrastructure construction, Engineering services, Engines & motors, Iron & steel";"Powered machinery";"Manufacturing";"Engines & motors";"Abs 1";"Scope 1 +2 (market-based)";100;6.5;2013;2013;322226;2030;"No, but we anticipate setting one in the next 2 years";0;"Underway";"?????,CDP2018????????Abs1?????????????????????????????????,???% achieved (emissions)???????????????????0??????";NA;NA;NA;17;0.294117647058824;0.382352941176471;2019;"2019-03-31";NA;NA;NA;NA;339569;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0cb-0da-0db-0za-7f-0zb-7f-0tb-5ad";"Found keyword(s): ??·?????·??, ????·??, ??????·????, ??·??·??, ???";"8833-abs-S12M-2013-2030-1";"absolute"
"532";8836;"IMI plc";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Other vehicle equipment & systems";"Powered machinery";"Manufacturing";"Other vehicle equipment & systems";"Abs 1";"Scope 1+2 (location-based)";100;0;2015;2017;61250;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";NA;"Underway";"2015 was the final year of the target period to reduce emission by 7.5% - we exceeded this target. The actual reduction was more than 13% over the 3 year period. The target for 2016 and 2017 was to maintain this level. In both years, we have exceeded the target. In 2016, there was a 2% reduction in CO2e and in 2017 a 4.5% reduction in CO2e from 2015. In keeping with our continuous improvement culture, we will look to deliver further reductions year on year.";NA;NA;NA;1;1;0;2018;"2018-12-31";61250;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;63000;"C6 2019 S1, C6 2019 S2L";NA;NA;"-6c-0aa-0fb-0fb-0fb-0fb-0ce-0vk-0vo-0rca-0rca-6fm-5aa";"Missing info: % of target achieved; Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 61250). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 61250).; Organizational changes: Divestment: 0.4% decreased in 2018, Divestment: 2.0% decreased in 2017";"8836-abs-S12L-2015-2018-1";"absolute"
"533";8838;"IGM Financial Inc.";"Investor";"public";"Canada";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Abs 1";"Scope 1 +2 (market-based)";100;40;2013;2015;2330;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"This target (2013-2020) applies to Scope 1 and 2 emissions in Canada, which includes property-level electricity, natural gas, jet fuel, back-up diesel, and refrigerants consumption at its corporate head office. Once the Science Based Organization methodology for financial services companies is established, we will be exploring the application to our business.";NA;NA;"Canada (breakdown matches)";5;0.6;5.71428571428571;2018;"2018-12-31";2330;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;726;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0zb-7f-0vk-0vo-0ta-0rcd-0rea-0rcd-0rec-0rec-0rcd-0rec-0rcd-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 2330). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 2332).; Found keyword(s): Canada; Organizational changes: Change in methodology: 0.6% decreased in 2018,  Other: 17.4% increased in 2018, Change in methodology: 0.18% increased in 2017,  Other: 1.21% decreased in 2017, Other: 1.2% increase in 2016,  Change in methodology: 2.3% decrease in 2016, Other: 0.1% decrease in 2015,  Change in methodology: 0.1% decrease in 2015, Other: 0.1% decrease in 2014";"8838-abs-S12M-2013-2020-1";"absolute"
"534";8838;"IGM Financial Inc.";"Investor";"public";"Canada";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Abs 2";"Scope 1 +2 (market-based)";100;50;2013;2015;2330;2036;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"This target (2013-2036) applies to Scope 1 and 2 emissions in Canada, which includes property-level electricity, natural gas, jet fuel, back-up diesel, and refrigerants consumption at its corporate head office. Once the Science Based Organization methodology for financial services companies is established, we will be exploring the application to our business.";NA;NA;"Canada (breakdown matches)";21;0.142857142857143;2.17391304347826;2018;"2018-12-31";2330;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;726;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0zb-7f-0vk-0vo-0ta-0rcd-0rea-0rcd-0rec-0rec-0rcd-0rec-0rcd-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 2330). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 2332).; Found keyword(s): Canada; Organizational changes: Change in methodology: 0.6% decreased in 2018,  Other: 17.4% increased in 2018, Change in methodology: 0.18% increased in 2017,  Other: 1.21% decreased in 2017, Other: 1.2% increase in 2016,  Change in methodology: 2.3% decrease in 2016, Other: 0.1% decrease in 2015,  Change in methodology: 0.1% decrease in 2015, Other: 0.1% decrease in 2014";"8838-abs-S12M-2013-2036-1";"absolute"
"535";8881;"Imperial Holdings";"Investor";"public";"South Africa";"Discretionary retail, Financial services, Intermodal transport & logistics, Trading, wholesale, distribution, rental & leasing";"Retail, Services, Transportation services";"Banks, Dealers, wholesalers & distributors, Logistics - 3rd party, Logistics - transport, Specialist retail";"Discretionary retail";"Retail";"Specialist retail";"Abs 1";"Scope 1+2 (location-based)";68;2;2017;2018;515821;2018;"No, but we anticipate setting one in the next 2 years";100;"Expired";"This is applicable to our South African and African Regions . This is an annual target. It was exceeded with a reduction of 4.17% being achieved by these operations between the 2017 and 2018 reporting years. The target is not a science-based target, but we will be investigating the possibility of introducing science-based targets in future. We are in the process of looking at setting a target to take us to 2025. We have initiated a process to identify the most suitable metric and value, taking into account climate-science.";NA;NA;"Africa (breakdown matches); annual";0;NA;2;2018;"2018-06-30";756507;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;727058;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0ma-0fb-0vk-0vm-0wbnq-0ta-7e-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 514424.76). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 514424.76). -0wbnq: stated base year emissions are 14% lower than calculated base year emissions (CCDS 2018 | TOTAL 599339.5084).; Found keyword(s): Africa";"8881-abs-S12L-2017-2018-1";"absolute"
"536";8884;"Imperial Brands";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Leisure & home manufacturing, Tobacco";"Food, beverage & agriculture, Manufacturing";"Homeware, Tobacco products";"Tobacco";"Food, beverage & agriculture";"Tobacco products";"Abs 1";"Scope 1+2 (location-based)";100;20;2009;2009;389936;2020;"No, but we are reporting another target that is science-based";100;"Retired";"In 2009, we set a target to reduce our absolute emissions (scope 1 and 2) by 20% by the year 2020 from a 2009 base year. In 2009 the absolute emissions were 389,936 CO2e emissions (tonnes), and the independently verified figure for our reporting year is 273,572. Therefore, we have exceeded the target set by 130%.In 2018 we commissioned a Life Cycle Analysis (LCA) study across our operations and value chain to enable us to set robust and relevant science-based targets to significantly to enable us to transition to a low-carbon economy and maintain the sustainability of our business. Targets were developed in line with the Science based Targets initiative (SBTi) and are based on the Intergovernmental Panel on Climate Change (IPCC) Representative Concentration Pathway (RCP) 2.6 scenario and allocated using an absolute emissions contraction approach. The LCA study, based on data from 2017, indicated that 20% of our total carbon emissions were from our direct operations Scope 1 and 2) and 80% can be attributed to Scope 3; with the largest contributor to Scope 3 being from Purchased Goods and Services (46%) and therefore we have developed the following targets, which were recently approved by the SBTi: cent Imperial Brands commits to reduce absolute Scope 1 and 2 GHG emissions by 25% by 2030 from a 2017 base year. cent Imperial Brands commits to reduce absolute Scope 3 GHG emissions by 20% by 2030 from a 2017 base year. cent Imperial Brands also commits that 50% of its suppliers by spend covering purchased goods and services, will set science-based targets by 2023.";NA;NA;NA;11;0.818181818181818;1.81818181818182;2018;"2018-09-30";389940;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;280851.65;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fb-0e-0fb-0fb-0fb-0e-0fb-0vk-0waoq-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 389940). -0waoq: stated base year emissions are 46% higher than calculated base year emissions (DWH 2011 | TOTAL 266544).; Organizational changes: Divestment: 1.3% decrease in 2012";"8884-abs-S12L-2009-2020-1";"absolute"
"537";8884;"Imperial Brands";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Leisure & home manufacturing, Tobacco";"Food, beverage & agriculture, Manufacturing";"Homeware, Tobacco products";"Tobacco";"Food, beverage & agriculture";"Tobacco products";"Abs 2";"Scope 1+2 (location-based)";100;25;2017;2017;271861;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";0;"New";"In 2009, we set a target to reduce our absolute emissions (scope 1 and 2) by 20% by the year 2020 from a 2009 base year. In 2009 the absolute emissions were 389,936 CO2e emissions (tonnes), and the independently verified figure for our reporting year is 273,572. Therefore, we have exceeded the target set by 130%.In 2018 we commissioned a Life Cycle Analysis (LCA) study across our operations and value chain to enable us to set robust and relevant science-based targets to significantly to enable us to transition to a low-carbon economy and maintain the sustainability of our business. Targets were developed in line with the Science based Targets initiative (SBTi) and are based on the Intergovernmental Panel on Climate Change (IPCC) Representative Concentration Pathway (RCP) 2.6 scenario and allocated using an absolute emissions contraction approach. The LCA study, based on data from 2017, indicated that 20% of our total carbon emissions were from our direct operations Scope 1 and 2) and 80% can be attributed to Scope 3; with the largest contributor to Scope 3 being from Purchased Goods and Services (46%) and therefore we have developed the following targets, which were recently approved by the SBTi: cent Imperial Brands commits to reduce absolute Scope 1 and 2 GHG emissions by 25% by 2030 from a 2017 base year.";NA;NA;NA;13;0.0769230769230769;1.92307692307692;2018;"2018-09-30";309649.73;"C6 2018 S1, C6 2018 S2L";NA;NA;280851.65;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0fa-0fb-0fa-0fb-0fb-0e-0wbmq-0wbnq-2am-2bn-2famq-5ab";"Base year emissions check: -0wbmq: stated base year emissions are 12% lower than calculated base year emissions (C6 2018 | TOTAL 309649.73). -0wbnq: stated base year emissions are 12% lower than calculated base year emissions (CCDS 2018 | TOTAL 309649.73).";"8884-abs-S12L-2017-2030-1";"absolute"
"538";9028;"INDRA";"Investor";"public";"Spain";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";"Abs 1";"Scope 1+2 (location-based)";100;75;2013;2014;32318;2030;"No, and we do not anticipate setting one in the next 2 years";90;"New";"Indra has set a global target for emissions for the years 2014-2030. 10.504 metric tons CO2e in 2018.Emissions have reduced by 67,5 % in 2018, respect 2013 emissions, compared to 75% established in the target 2030.";NA;NA;NA;16;0.25;4.41176470588235;2018;"2018-12-31";32318;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;10504;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-0vk-0vo-0rab-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 32318). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2014 | TOTAL 32318).; Organizational changes: Acquisitions: 7.54% increased in 2017";"9028-abs-S12L-2013-2030-1";"absolute"
"539";9033;"ING Group";"Investor";"public";"Netherlands";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;50;2014;2015;101666;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";87;"Underway";"Scope: Our target for CO2e reduction covers scopes 1+2 and scope 3 for business travel. We explain our organizational and operational boundary (consolidation approach) in accordance with the GHG protocol in our ING Reporting Protocol available on ING.com.Science-based targets: In 2014, when preparing to set new global targets against our base year (2014) we consulted Ecofys, consultant in renewable energy, energy & carbon efficiency, energy systems & markets and energy & climate policy. Ecofys, using the 'Mind the Science' methodology and tooling co-developed by Ecofys, CDP, WRI and WWF, conducted an assessment of our GHG emissions and inventory and calculated targets using the 'convergence principle' to map out a 2-degree pathway to 2020 using base year 2013 (see attached pdf 'Mind the Science_SBT ING Group'). The result of this assessment was that ING should reduce absolute emissions by 10.7% by 2017 and by 18.1% by 2020 compared to 2013 in order to stay in line with the 2-degree pathway. The decision was made to push for a more ambitious target of 20% by 2020 and this was approved by the ING's Chief Operating Officer in 2015. We achieved this outcome in 2016 therefore we set new targets in 2017. These targets were proposed to ING's Chief Operations Officer and members of the Board in 2017. The decision was to adopt this new ambitious target of 50% absolute emissions reduction and to keep our original base year of 2014. This decision means that our publicly communicated target is much more ambitious than the original target recommended via the Mind the Science tool by more than 31%. This reduction target is set against our total extrapolated scope 1,2 and 3 CO2 equivalent emissions which takes into account CO2, CH4 and N2O. Our full Environmental Approach and targets (publicly available on ING.com) can be viewed in the attachment. We did, however, sign the commitment letter in 2014 already as listed here: http://sciencebasedtargets.org/companies-taking-action/";NA;NA;NA;5;0.6;8.33333333333333;2018;"2018-12-31";NA;NA;64770;"C5.1 2019 S1, C5.1 2019 S2M";50216;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15, C6 2019 S3.16, C6 2019 S3.17: upstream completeness: 1 downstream completeness: 1";20412;"C6 2019 S1, C6 2019 S2M";"-0fa-0fa-0fa-0e-0fa-0za-7f-0zb-7f-0rec-5ad";"Organizational changes: Other: 2% decrease in 2015";"9033-abs-S12M3-2014-2020-1";"absolute"
"540";9033;"ING Group";"Investor";"public";"Netherlands";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 1+2 (market-based) +3 (upstream & downstream)";100;63;2014;2015;101369;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";70;"Underway";"Scope: Our target for CO2e reduction covers scopes 1+2 and scope 3 for business travel. We explain our organizational and operational boundary (consolidation approach) in accordance with the GHG protocol in our ING Reporting Protocol available on ING.com (and attached). (p.17) An elaborate explanation can also be found in our Science-based targets check form attached. Science-based targets: In 2014, when preparing to set new global targets against our base year (2014) we consulted Ecofys, consultant in renewable energy, energy & carbon efficiency, energy systems & markets and energy & climate policy. Ecofys, using the 'Mind the Science' methodology and tooling co-developed by Ecofys, CDP, WRI and WWF, conducted an assessment of our GHG emissions and inventory and calculated targets using the 'convergence principle' to map out a 2-degree pathway to 2020 using base year 2013 (see attached pdf 'Mind the Science_SBT ING Group'). The result of this assessment was that ING should reduce absolute emissions by 10.7% by 2017 and by 18.1% by 2020 compared to 2013 in order to stay in line with the 2-degree pathway. The decision was made to push for a more ambitious target of 20% by 2020 and this was approved by the ING's Chief Operating Officer in 2015. We achieved this outcome in 2016 therefore we set new targets in 2017. These targets were proposed to ING's Chief Operations Officer and members of the Board in 2017. The decision was to adopt this new ambitious target of 50% absolute emissions reduction and to keep our original base year of 2014. This decision means that our publicly communicated target is much more ambitious than the original target recommended via the Mind the Science tool by more than 31%. This reduction target is set against our total extrapolated scope 1,2 and 3 CO2 equivalent emissions which takes into account CO2, CH4 and N2O.";NA;NA;NA;10;0.3;5.72727272727273;2018;"2018-12-31";NA;NA;64770;"C5.1 2019 S1, C5.1 2019 S2M";50216;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15, C6 2019 S3.16, C6 2019 S3.17: upstream completeness: 1 downstream completeness: 1";20412;"C6 2019 S1, C6 2019 S2M";"-0fa-0fa-0fa-0fa-0fa-0db-0za-7ga-0zb-7f-0rec-5ad";"Organizational changes: Other: 2% decrease in 2015";"9033-abs-S12M3-2014-2025-1";"absolute"
"541";9033;"ING Group";"Investor";"public";"Netherlands";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 3";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;75;2014;2015;101369;2040;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";59;"Underway";"NOTE: This target is an estimation of an appropriate long-term target (e.g to 2040, with 2014 as base year) based upon market practices and in line with our ambitions to continuously improve, however this target is NOT formally adopted within ING and must still be agreed upon internally which we are aiming to pursue in the near future.";NA;NA;NA;25;0.12;2.88461538461538;2018;"2018-12-31";92791;"DWH 2015 S1, DWH 2015 S2L, DWH 2015 S3.01, DWH 2015 S3.02, DWH 2015 S3.03, DWH 2015 S3.04, DWH 2015 S3.05, DWH 2015 S3.06, DWH 2015 S3.07, DWH 2015 S3.08, DWH 2015 S3.09, DWH 2015 S3.10, DWH 2015 S3.11, DWH 2015 S3.12, DWH 2015 S3.13, DWH 2015 S3.14, DWH 2015 S3.16, DWH 2015 S3.17: upstream completeness: 1 downstream completeness: 1";145867;"C5.1 2019 S1, C5.1 2019 S2L";135874;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15, C6 2019 S3.16, C6 2019 S3.17: upstream completeness: 1 downstream completeness: 1";106070;"C6 2019 S1, C6 2019 S2L";"-0sa-0vo-0rec-5aa";"Base year emissions check: Base yr emissions for target scope, Scope 1+2 (location-based) +3 (upstream & downstream), has been calculated from the following scopes/categories: S1, S2L, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.09, S3.10, S3.11, S3.12, S3.13, S3.14, S3.16, S3.17 (upstream completeness: 1 downstream completeness: 1). -0vo: stated base year emissions are 92% of calculated base year emissions (DWH 2015 | TOTAL 92791).; Organizational changes: Other: 2% decrease in 2015";"9033-abs-S12L3-2014-2040-1";"absolute"
