"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"11";2986;"CEMEX";"Investor";"public";"Mexico";"Cement & concrete, Other materials";"Materials";"Cement, Ceramics, Concrete products, Other non-wood building materials";"Cement & concrete";"Materials";"Cement";"Int 1";"Scope 1+2 (location-based)";99;29;1990;2018;0.8036;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";74;"New";"Target covers only emissions from our cement operations. Other operations (concrete, aggregates, asphalt) are not covered by the target but make up approximately 1% of our combined scope 1+2 emissions.Latest calculations indicate that reductions in specific emissions will offset growth in demand for our products.";NA;"Likely inclusion of RECs, ETS, or offsets";NA;12;0;0.725;2018;"2018-12-31";46542340;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;47025887;"C6 2019 S1, C6 2019 S2L";NA;NA;"-9cb-0fa-0db-0rcb-0rca-0rcd-0rec-0rcb-0rce-0rec-0rec-0rcd-0rce";"Organizational changes: Acquisitions: 3.1% increased in 2018, Divestment: 0.9% decreased in 2017, Change in methodology: 0.3% decrease in 2016,  Other: 1.2% increase in 2016, Acquisitions: 2.9% increase in 2015, Change in boundary: 0.1% increase in 2014,  Other: 0.9% increase in 2014, Other: 0.5% increase in 2013, Change in methodology: 0.11% decrease in 2012,  Change in boundary: 0.23% decrease in 2012";"2986-int-S12L-1990-2030-1";"intensity"
"12";3564;"The Coca-Cola Company";"Investor";"public";"United States of America";"Food & beverage processing";"Food, beverage & agriculture";"Non-alcoholic beverages";"Food & beverage processing";"Food, beverage & agriculture";"Non-alcoholic beverages";"Int 1";"Scope 1+2 (market-based) + 3 (upstream and downstream)";100;25;2010;2013;5225412;2020;"No, but we anticipate setting one in the next 2 years";84;"Underway";"We continue to evaluate and make changes in our operations and throughout the Coca-Cola system value chain to reduce our climate impact. This target is a Coca-Cola System level target, including The Coca-Cola Company and its bottling partners. The target brings our diverse sustainability initiatives under one goal to reduce the carbon footprint of the \"drink in your hand\" by 25 percent by 2020. Progress toward reducing the greenhouse gas emissions across our manufacturing processes, packaging formats, delivery fleet, refrigeration equipment and ingredient sourcing is now being measured toward the ''drink in your hand\" goal.The calculation of progress toward our ''drink in your hand\" goal has been internally vetted using accepted and relevant scientific and technical methodologies, which are aligned with GHG Protocol scopes 1, 2 and 3. Due to the nature of our franchise bottling system, in this CDP response, our manufacturing emissions are normally split between Scopes 1 and 2 for company-owned facilities and Scope 3 for bottling partner facilities. However, in our ''drink in your hand\" calculations, we consider the full Coca-Cola system (including franchise bottling partners) in the calculation of our manufacturing, distribution and refrigeration emissions.";NA;NA;NA;7;0.714285714285714;2.5;2018;"2018-12-31";NA;NA;NA;NA;1472655;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0zb-7f-0rad-0rab-0rba-0reb-0rbd-0rca-0rec-0rec-0rce-0rcb-0rcc-0rad-0rca-0rcb-0rbd";"Organizational changes: Change in methodology: 35.0% increased in 2018,  Acquisitions: 36.0% increased in 2018, Divestment: 37.7% decreased in 2017, Other: 16% decrease in 2016,  Change in methodology: 11.7% decrease in 2016, Divestment: 4% decrease in 2013,  Other: 2% decrease in 2013, Other: 1% decrease in 2012,  Change in boundary: 0% decrease in 2012,  Acquisitions: 0% decrease in 2012,  Mergers: 0% decrease in 2012,  Change in methodology: 999% increase in 2012,  Divestment: 0% decrease in 2012, Acquisitions: 0% increase in 2011,  Change in methodology: 37% decrease in 2011";"3564-int-S12M3-2010-2020-1";"intensity"
"13";3751;"ConocoPhillips";"Investor";"public";"United States of America";"Oil & gas extraction & production";"Fossil Fuels";"Natural gas extraction, Oil & gas extraction";"Oil & gas extraction & production";"Fossil Fuels";"Oil & gas extraction";"Int 1";"Scope 1+2 (location-based)";99;10;2017;2018;25130000;2030;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"We set a long-term target to reduce our GHG emissions intensity between 5 and 15% by 2030. The 10% reduction shown in the question above is the average of this range, which will narrow over time. The intensity baseline is based on our operations at the start of 2017 (not including Marine, Aviation, and Exploration from Gulf of Mexico and Senegal). Our performance will be based on estimated gross operated greenhouse gas emissions, stated in CO2e, divided by our gross operated production, stated in barrels of oil equivalent. The target is set in relation to our gross operated emissions as these are the emissions over which we have the most control. The target applies to both Scope 1 emissions and Scope 2 emissions. We report our operated emissions in the following regions, countries and provinces in accordance with regulation: Australia , European Union, Norway, United Kingdom, Alberta, Canada, British Columbia, Canada, Indonesia and United States. See http://www.conocophillips.com/sustainability/managing-climate-related-risks/metrics-targets/ghg-emissions/ for more information. There are similarities in the way that we have framed the target to the way the Paris Agreement has been framed. The Paris process uses 'Nationally Determined Contributions' (NDCs) to set interim performance targets that are reviewed on a five-year basis to move toward achieving the agreement's objective. We intend to review and adjust our performance target in a similar way. Science-Based Targets require us to include Scope 3 emissions. For E&P companies, the emissions from use of sold products is not in the scope of our control and leads to significant double-counting. In terms of specific methodology, the Sectoral Decarbonization Approach has not developed a methodology for the energy sector. The 100% of target achieved reflects the fact that our 2018 GHG intensity, calculated with the same methodology as our baseline, exceeds a 10% intensity reduction. The 2017 sale of older assets in the U.S. and Canada reduced our GHG emissions intensity significantly. However, we set the target for 2030 to encourage the integration of climate risk management into long-term planning and decision-making, as our operations and portfolio will continue to change. We do not consider the target \"achieved\" until our intensity meets the final target or is within the target range in 2030.";NA;NA;"Australia, Canada, Europe, Norway, Indonesia (breakdown matches)";12;0;0.769230769230769;2018;"2018-12-31";20553191;"C6 2018 S1, C6 2018 S2L";NA;NA;20262752;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-0e-0fb-0e-0ta";"Found keyword(s): Australia, Canada, Europe, Norway, Indonesia";"3751-int-S12L-2017-2030-1";"intensity"
"14";4072;"CRH Plc";"Investor";"public";"Ireland";"Cement & concrete, Trading, wholesale, distribution, rental & leasing";"Materials, Services";"Cement, Dealers, wholesalers & distributors";"Cement & concrete";"Materials";"Cement";"Int 1";"Scope 1";80;25;1990;2013;0.76;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";92;"Underway";"While our activities are across the full spectrum of building products, the main source of our CO2 emissions is our cement and lime processes. Our cement activity alone accounted for 80% of our 2018 direct CO2 emissions of 35.4m tonnes. Therefore, it is appropriate that we focus on this activity for our Group-level reduction target.";NA;NA;NA;7;0.714285714285714;0.833333333333333;2018;"2018-12-31";NA;NA;NA;NA;35400000;"C6 2019 S1";NA;NA;"-0fb-7a-0za-7f-0zb-7f-0rca-0rab-0rcb-0rca-0rcd-0rca-0rab-0rec-0rec-0rba-0rab-0rca-0rec-0rcb-0rab-0rec-0rca-0rca-0rcb-0rec";"Organizational changes: Divestment: 1.0% decreased in 2018,  Acquisitions: 26.0% increased in 2018, Acquisitions: 0.3% increased in 2017,  Divestment: 0.4% decreased in 2017, Change in methodology: 4.98% increase in 2016,  Divestment: 0.79% decrease in 2016,  Acquisitions: 94.6% increase in 2016,  Other: 0.17% decrease in 2016, Other: 0.39% increase in 2015,  Divestment: 8.69% decrease in 2015,  Acquisitions: 88.98% increase in 2015, Divestment: 0.01% decrease in 2014,  Other: 0.59% increase in 2014,  Acquisitions: 0.37% increase in 2014, Acquisitions: 7.8% increase in 2013,  Other: 0.36% decrease in 2013,  Divestment: 1.8% decrease in 2013, Divestment: 1.6% decrease in 2012,  Acquisitions: 0.1% increase in 2012,  Other: 3% decrease in 2012";"4072-int-S1-1990-2020-1";"intensity"
"15";4136;"Cummins Inc.";"Investor";"public";"United States of America";"Metal products manufacturing, Powered machinery, Trading, wholesale, distribution, rental & leasing";"Manufacturing, Services";"Dealers, wholesalers & distributors, Engines & motors, Fabricated metal components, Industrial machinery, Transportation equipment wholesale & dealing";"Powered machinery";"Manufacturing";"Engines & motors";"Int 1";"Scope 1 +2 (market-based)";95.5;32;2010;2016;796255;2020;"No, but we are reporting another target that is science-based";100;"Achieved";"Cummins in 2016 approved its third GHG goal in 10 years after exceeding its second greenhouse gas (GHG) reduction goal in 2015. The current goal's intensity factor is based on hours worked, not revenue as previously used. All consolidated operations and joint ventures subscribing to Cummins' Enterprise Environmental Management System are included. However, emissions associated with generation of sold electricity (as part of the power solutions business) and mobile sources (emissions associated with onroad vehicles) are not included in the goals. Additionally, it is assumed that 2010 market based emissions to be the same as location based emissions. During the same period (2010 to 2020), based on the hours forecast, a 10% increase in absolute Scope 1+2 emissions is anticipated. This target does not include or impact Scope 3 emissions.";NA;NA;NA;4;0.5;3.2;2018;"2018-12-31";796255;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;878842;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0fa-7a-0za-7f-0zb-7f-0rcb-0rcb-0rec-0rcb-0rec-0rcb-0rae-0rca-0rec";"Organizational changes: Acquisitions: 0.1% increase in 2016, Acquisitions: 2% increase in 2015,  Other: 4% decrease in 2015, Acquisitions: 0.7% increase in 2014,  Other: 1.8% increase in 2014, Acquisitions: 1% increase in 2013,  Change in boundary: 20% increase in 2013, Divestment: 1% decrease in 2012,  Other: 0.2% decrease in 2012";"4136-int-S12M-2010-2020-1";"intensity"
"16";4226;"Daikin Industries, Ltd.";"Investor";"public";"Japan";"Chemicals, Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Industrial machinery, Inorganic base chemicals";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Int 1";"Scope 1 +2 (market-based)";100;5;2015;2016;301;2020;"No, but we are reporting another target that is science-based";100;"Achieved";"This target is the energy reduction at manufacturing site. And this target is same with the target reference number ''Int. 1\" in CDP2018. Daikin is the company that is manufacturing an air-conditioning or fluorochemicals mainly. Regarding energy reduction activity, we have changed to LED lighting, or renewal air-conditioner, or purchasing green electricity. As a result, GHG emission decreased, despite production increasing by business expansion.";NA;NA;NA;4;0.5;1;2019;"2019-03-31";NA;NA;NA;NA;1329531.02;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-7a-0za-7f-0zb-7f";NA;"4226-int-S12M-2015-2020-1";"intensity"
"17";4678;"Devon Energy Corporation";"Investor";"public";"United States of America";"Oil & gas extraction & production, Oil & gas retailing";"Fossil Fuels";"Natural gas extraction, Oil & gas extraction, Oil & gas marketing & retailing";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";"Int 1";"Scope 1+2 (location-based)";40;18.5;2018;2018;2495842;2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Underway";"In 2018, the Devon Jackfish SAGD facility (located in Alberta, Canada) was subject to the Carbon Competitiveness Incentive Regulation (CCIR). This is a carbon pricing regulation, under which regulated facilities are required to meet product-based emission intensity performance standards. The performance standard is based on top-quartile emission intensity performance for the sector. The 18.5 targeted % reduction from baseline given in a previous column represents the % reduction required from the Jackfish SAGD facility's emission intensity in order to meet the performance standard. It is a regulatory requirement to meet 100% of the emission reduction target. A facility can meet the target by reducing emission intensity, purchasing carbon offsets or paying into a new technology fund at $30/tonne (the price of carbon).";NA;"Likely inclusion of RECs, ETS, or offsets";"Canada, Canada (breakdown matches)";0;NA;NA;2018;"2018-12-31";6301624.88;"C6 2019 S1, C6 2019 S2L";NA;NA;6301624.88;"C6 2019 S1, C6 2019 S2L";NA;NA;"-4a-0ca-9cb-0fb-0da-0db-0ta-0tb";"Found keyword(s): Canada, Canada";"4678-int-S12L-2018-2018-1";"intensity"
"18";4832;"Dominion Energy";"Investor";"public";"United States of America";"Energy utility networks, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1";100;60;2000;2018;0.59;2030;"No, and we do not anticipate setting one in the next 2 years";87.5;"New";"2018 company-wide target of reducing carbon intensity of Electric Generation by 60% by 2030. This was set as we had achieved our target of 50% earlier than projected. In 2018, we achieved an emissions intensity of 0.28 MT CO2e/MWh, which represents a 52.5% reduction from our base year. Given our target of 60% reduction from base year, the 2018 52.5% reduction represents achievement of 87.5% of our intensity target.";NA;NA;NA;12;0;2;2018;"2018-12-31";42619300;"C5.1 2019 S1";NA;NA;27816676;"C6 2019 S1";NA;NA;"-0e-0fa-0fa-0e-0fa-0fa-7a-0zb-7ga";NA;"4832-int-S1-2000-2030-1";"intensity"
"19";5052;"Duke Energy Corporation";"Investor";"public";"United States of America";"Renewable power generation, Thermal power generation";"Power generation";"CCGT generation, Coal generation, Hydro generation";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1";100;45;2005;2017;0.59;2030;"No, but we are reporting another target that is science-based";61;"Underway";"Duke Energy's goal is to reduce the carbon intensity (metric tons of CO2 per MWh) of our generation fleet by 45% from the 2005 level to 2030. This equates to a reduction from 0.59 metric tons/MWh in 2005 to 0.32 metric tons/MWh in 2030. In 2018, our generation fleet emitted 0.426 metric tons/MWh. This reduction of 0.164 metric tons/MWh is 61% of the target reduction of 0.27 metric tons/MWh.It should be noted that, in NRDC's most recent (2018) ranking of the top 20 investor-owned utilities, Duke Energy had the seventh-lowest CO2 emissions intensity, and among the 100 largest power generators, Duke Energy had the 48th-lowest CO2 emissions intensity (this ranking was based on 2016 data).";NA;NA;NA;13;0.0769230769230769;1.8;2018;"2018-12-31";138000000;"C5.1 2019 S1";NA;NA;96548800;"C6 2019 S1";NA;NA;"-0e-0fb-7a-0za-7f-0zb-7f-0rcd-0rca-0rac";"Organizational changes: Change in methodology: 1.4% increased in 2018, Divestment: 1.85% decrease in 2016, Mergers: 44% increase in 2012";"5052-int-S1-2005-2030-1";"intensity"
"20";5052;"Duke Energy Corporation";"Investor";"public";"United States of America";"Renewable power generation, Thermal power generation";"Power generation";"CCGT generation, Coal generation, Hydro generation";"Thermal power generation";"Power generation";"CCGT generation";"Int 2";"Scope 1";100;27;2005;2010;0.59;2020;"No, but we are reporting another target that is science-based";100;"Replaced";"In 2010, Duke Energy established this target of a 27% CO2 intensity reduction by 2020 compared to 2005 levels. By 2016, Duke Energy had already reduced the CO2 emissions intensity of its generation by 25%, in line with this target. In 2017, we replaced this target with target Int1 above, which is to reduce emissions intensity by 45% by the year 2030 compared to 2005 emissions. This target went along with the 17% absolute emission reduction target below 2005 levels by 2020, so that is what we put in the box below for \"% change anticipated in absolute Scope 1+2 emissions.\"";NA;NA;NA;10;0.8;1.8;2018;"2018-12-31";138000000;"C5.1 2019 S1";NA;NA;96548800;"C6 2019 S1";NA;NA;"-0ca-0e-0e-0fb-0fa-0db-7a-0zb-7f-0rcd-0rca-0rac";"Organizational changes: Change in methodology: 1.4% increased in 2018, Divestment: 1.85% decrease in 2016, Mergers: 44% increase in 2012";"5052-int-S1-2005-2020-1";"intensity"
"21";5108;"E.ON SE";"Investor";"public";"Germany";"Renewable power generation, Thermal power generation";"Power generation";"CCGT generation, Hydro generation, Other renewable generation, Wind generation";"Renewable power generation";"Power generation";"Wind generation";"Int 1";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";100;50;2016;2016;384;2030;"No, but we anticipate setting one in the next 2 years";69.6;"Underway";"In 2017 we set two climate-protection targets for 2030: to reduce the carbon emissions of our own business operations by 30 per cent and those of our customers - their carbon emissions per kWh of power and gas we sell them - by 50 per cent, both relative to a 2016 baseline. The latter, known as indirect or Scope 3 emissions, occur primarily during the generation of purchased power and the use of sold gas. They account for most of our carbon emissions.The target refers to our intensity target as communicated in our Sustainability report (https://www.eon.com/content/dam/eon/eon-com/Documents/en/sustainability-report/EON_Sustainability_Report_2018.pdf Page 43). The calculation of our emission reduction targets is based on the core policy scenario EUCO30. Scope 3 emissions will be reduced by increasing the share of renewable energy purchased and increasing the share of own generation of electricity from renewable energy sources. 2016 marked the starting point of measures and initiatives that will help us achieve our new climate-protection targets for 2030. However, year-on-year comparisons can be affected by fluctuations. A period of several years is necessary to determine whether our measures are effective and where we stand with regard to our targets. We will therefore assess the trend every three years, for the first time after year-end 2019. If These findings indicate that corrections are necessary, we will work with our units to define measures to ensure that we meet our targets.";NA;NA;NA;14;0.142857142857143;3.57142857142857;2018;"2018-12-31";44880570;"DWH 2017 S3.03";NA;NA;35566190;"C6 2019 S3.03";NA;NA;"-7c-0za-7f-0zb-7f-0reb-0rca";"Organizational changes: Other: 6.32% decreased in 2018,  Divestment: 3.48% decreased in 2018";"5108-int-S3-2016-2030-1";"intensity"
"22";5369;"EDF";"Investor";"public";"France";"Energy utility networks, Nuclear power generation";"Infrastructure, Power generation";"Electricity networks, Nuclear generation";"Nuclear power generation";"Power generation";"Nuclear generation";"Int 1";"Scope 1";25;60;2006;2007;0.813;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Underway";"EDF Energy (UK). In 2007 EDF Energy published its Climate Commitments, with a pledge to reduce its carbon intensity by 60% against a 2006 baseline of 813g/KWh. Following the merger with British Energy in 2009, EDF Energy launched its Sustainability Commitments, with a pledge to go even further by reducing its carbon intensity to 250g/KWh by 2020. The pledge was further updated when EDF Energy launched its ''Better Energy Amibitons\"in 2013 with a pledge to further reduce its carbon intensity to 100 gr CO2/kWh by 2030. At year-end 2017, EDF Energy carbon intensity was 95 gr/kWh. Now, EDF Energy, as part of its ''better plan\" is aiming to lower its emissions to 50gCO2/kWh in order to maintain its position as UK's leading low-carbon producer. EDF Energy intends to make strategic investments in renewable energies and nuclear power in order to reach this ambitious target.This target concerns generation footprint (scope 1) from EDF Energy and represents 99.9% of total EDF Energy Carbon footprint (scope 1 + 2).";NA;NA;NA;23;0.478260869565217;2.5;2018;"2018-12-31";NA;NA;NA;NA;35699738;"C6 2019 S1";NA;NA;"-0ca-0e-0fa-7a-0za-7gb-0zb-7f-0rba-0rca-0rea-0rce-0rce-0rcd-0rce-0rbd-7h";"Organizational changes: Divestment: 22.0% decreased in 2018, Divestment: 4.0% decreased in 2017,  Other: 10.0% increased in 2017, Change in boundary: 1% decrease in 2015, Change in boundary: 1.4% decrease in 2014, Change in methodology: 0.7% increase in 2013, Change in boundary: 0.01% increase in 2012, Change in methodology: 87% decrease in 2011";"5369-int-S1-2006-2030-1";"intensity"
"23";5574;"ENEL SpA";"Investor";"public";"Italy";"Construction, Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Coal generation, Electricity networks, Other renewable generation, Utility line construction";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1";99.82;25;2007;2015;0.465;2020;"Yes, this target has been approved as science-based by the Science Based Targets initiative";84;"Underway";"Enel is committed to fully decarbonize by 2050 with the interim target of reducing the CO2 emission intensity of 25% in 2020 vs 2007 base year. The Enel Group did not plan to achieve the Science-based Target -25% Scope 1 emissions by 2020 linearly through time.As an example, the FuturE project is one of the initiative put in place by the Group with this aim and involves the decommissioning of 23 thermal power plants in Italy for a total capacity of 13 GW. Please note that emissions in base year (2007) have been recalculated to match current inventory boundaries (i.e to include 100% of Endesa and former OGK-5 (now Enel Russia) emissions in 2007 even though these Companies did not belong to Enel at that time). Furthermore, target was lowered in November 2015, raising the percentage of reduction from 18% to 25%, that implies that by 2020 Enel Group pledges to emit less than 350 gCO2 per unit of electricity produced. 99.82% scope 1 coverage refers to the fact that target is applied to CO2 only (remaining 0.18% is represented by SF6 emissions).";NA;NA;"Italy (breakdown matches)";5;0.6;1.92307692307692;2018;"2018-12-31";NA;NA;NA;NA;105509815;"C5.1 2019 S1";NA;NA;"-0e-0e-0fb-0fa-0e-0fb-0fa-7a-0za-7f-0zb-7f-0ta-0rca";"Found keyword(s): Italy; Organizational changes: Divestment: 1.1% decrease in 2015";"5574-int-S1-2007-2020-1";"intensity"
"24";5574;"ENEL SpA";"Investor";"public";"Italy";"Construction, Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Coal generation, Electricity networks, Other renewable generation, Utility line construction";"Thermal power generation";"Power generation";"CCGT generation";"Int 2";"Scope 1";99.9;44;2015;2018;0.409;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";23;"New";"Enel has set the target of achieving a reduction of CO2 specific emissions equal to 0.23 kgCO2/kWheq by 2030, based on the best forecasts currently available.The Group strategy for the period 2019-2021 works towards this target, envisaging additional capacity from renewable sources of 11.6 GW (including managed capacity), which will bring total renewable capacity to a value of 53.9 GW by 2021 and consequently an increase in emission-free production to 62%, compared to the current figure of 51%, up over 2017 (equal to 45%).";NA;NA;NA;12;0;2.93333333333333;2018;"2018-12-31";119508728;"DWH 2016 S1";NA;NA;105509815;"C5.1 2019 S1";NA;NA;"-0fb-0fb-0e-7a";NA;"5574-int-S1-2015-2030-1";"intensity"
"25";5634;"Eni SpA";"Investor";"public";"Italy";"Chemicals, Energy utility networks, Oil & gas extraction & production, Oil & gas processing, Thermal power generation";"Fossil Fuels, Infrastructure, Manufacturing, Power generation";"CCGT generation, Electricity networks, Oil & gas extraction, Oil & gas refining, Other base chemicals";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";"Int 1";"Scope 1";51.66;43;2014;2016;22152142;2025;"No, but we anticipate setting one in the next 2 years";47.5;"Underway";"Eni ten-year Action Plan on climate change to 2025 foresees a reduction target of 43% of the GHG performance index on total gross operated hydrocarbon production compared to 2014. The target refers only to Upstream emissions, that in 2014 covered 55.8% of total Eni's GHG direct emissions.";"Possible % achieved issue";NA;NA;9;0.222222222222222;3.90909090909091;2018;"2018-12-31";42883588;"C5.1 2019 S1";NA;NA;43347351;"C6 2019 S1";NA;NA;"-0hb-0e-0fa-0db-0za-7f-0zb-7f-2ea";NA;"5634-int-S1-2014-2025-1";"intensity"
"26";5634;"Eni SpA";"Investor";"public";"Italy";"Chemicals, Energy utility networks, Oil & gas extraction & production, Oil & gas processing, Thermal power generation";"Fossil Fuels, Infrastructure, Manufacturing, Power generation";"CCGT generation, Electricity networks, Oil & gas extraction, Oil & gas refining, Other base chemicals";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";"Int 2";"Scope 1+2 (location-based)";98.5;13.2;2014;2016;42932140;2021;"No, but we anticipate setting one in the next 2 years";100;"Underway";"Eni is committed to progressively improve the carbon efficiency index of its production by an average of 2% in the period 2014-2021, equivalent to an overall reduction of 13,2% in the period. The boundary includes scope 1 and scope 2 emissions coming from Upstream, Refinery, Chemical and Power business of Eni. The production is expressed in barrel of oil equivalent converting the energy production of each business through Eni's specific conversion factors. For the Refinery business, the figure throughput was used as a proxy of oil products.";NA;NA;NA;5;0.4;1.88571428571429;2018;"2018-12-31";43571141.5;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;44018462;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fa-0fa-0da-0db-0zb-7f";NA;"5634-int-S12L-2014-2021-1";"intensity"
"27";6312;"Fiat Chrysler Automobiles NV";"Investor";"public";"Italy";"Financial services, Metal products manufacturing, Transportation equipment";"Manufacturing, Services";"Asset managers, Automobiles, Fabricated metal components";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1 +2 (market-based)";61;32;2010;2014;0.62;2020;"No, but we anticipate setting one in the next 2 years";84;"Underway";"Target refers to mass-market vehicle assembly and stamping plants, the volume automobile sector of FCA. This represented about 62% of Group 2018 GHG manufacturing emissions. In 2020, absolute emissions are expected to decrease by 3.3% due to efficiencies and despite the expected volume increase. Most decrease in emissions has been achieved by energy efficiency improvements in production processes.We are reporting progress against the same target reported in our previous CDP as Int 1.\"% emissions in Scope\" was restated from 56% to 61% because FCA boundary exclude Magneti Marelli following the classification of Magneti Marelli as a discontinued operation for the year ended December 31, 2018.";NA;NA;"Magneti Marelli (breakdown matches)";6;0.666666666666667;3.2;2018;"2018-12-31";3957671;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;3599405;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fb-0fa-0fb-0fb-0za-7ga-0zb-7ga-0tb-0rce-0rce-0rec-0rce-0rec-0rce-0rce-0rae-0rce-0rce";"Found keyword(s): Magneti Marelli; Organizational changes: Change in boundary: 0.1% increased in 2018, Change in boundary: 0.2% decreased in 2017, Other: 1.2% decrease in 2016,  Change in boundary: 0.5% increase in 2016, Other: 0.8% decrease in 2015,  Change in boundary: 1.2% increase in 2015, Change in boundary: 1.9% increase in 2014, Change in boundary: 5.9% increase in 2013, Change in boundary: 0.2% increase in 2012, Change in boundary: 2% decrease in 2011";"6312-int-S12M-2010-2020-2";"intensity"
"28";6312;"Fiat Chrysler Automobiles NV";"Investor";"public";"Italy";"Financial services, Metal products manufacturing, Transportation equipment";"Manufacturing, Services";"Asset managers, Automobiles, Fabricated metal components";"Transportation equipment";"Manufacturing";"Automobiles";"Int 2";"Scope 1 +2 (market-based)";84;30;2010;2014;0.73;2020;"No, but we anticipate setting one in the next 2 years";85;"Replaced";"Target refers to mass-market vehicle assembly, stamping, engines and transmission plants. It is the sum of two existing intensity targets, to achieve at least a 70% coverage. This represented about 83% of Group 2018 GHG manufacturing emissions. In 2020, absolute emissions are expected to decrease by 6.3% due to efficiencies and despite the expected volume increase. Most decrease in emissions has been achieved by energy efficiency improvements in production processes.";NA;NA;NA;6;0.666666666666667;3;2018;"2018-12-31";3957671;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;3599405;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fb-0fb-0fa-0za-7gb-0zb-7gb-0rce-0rce-0rec-0rce-0rec-0rce-0rce-0rae-0rce-0rce";"Organizational changes: Change in boundary: 0.1% increased in 2018, Change in boundary: 0.2% decreased in 2017, Other: 1.2% decrease in 2016,  Change in boundary: 0.5% increase in 2016, Other: 0.8% decrease in 2015,  Change in boundary: 1.2% increase in 2015, Change in boundary: 1.9% increase in 2014, Change in boundary: 5.9% increase in 2013, Change in boundary: 0.2% increase in 2012, Change in boundary: 2% decrease in 2011";"6312-int-S12M-2010-2020-1";"intensity"
