"Scope_short";"account_id";"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"S12M";9962;"Kajima Corporation";"Japan";"Global";"Construction";"Infrastructure";"Non-residential building construction";2014;80;2051;245928;NA;NA;2020;240238;NA;NA;1;100;"Scope 1+2 (market-based)";203723;74384;73236;203723;74384;73236;"9962-abs-S12M-2014-2051-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";2.89210663283563;"Scope 1+2";"S1";"S2M";"absolute";245928;245928;203723;73236;0.73557096898819;1;49185.6;214023.827027027;240238
"S1";9972;"The Kansai Electric Power Co., Inc.";"Japan";"Global";"Thermal power generation";"Power generation";"CCGT generation";2013;50;2030;48500000;NA;NA;2020;26631653;NA;NA;1;100;"Scope 1";51730000;0;NA;51730000;0;NA;"9972-abs-S1-2013-2030-1";"Country/region";2019;"No, and we do not anticipate setting one in the next 2 years";82.4742268041237;"Scope 1";"S1";"";"absolute";48500000;48500000;51730000;0;1;1;24250000;38514705.8823529;26631653
"S12L";9979;"KB Financial Group";"Republic of Korea";"Global";"Financial services";"Services";"Banks";2017;25;2030;131501.19;131501.19;NA;2019;130711;NA;NA;1;100;"Scope 1+2 (location-based)";2718;39728;NA;2718;39728;NA;"9979-abs-S12L-2017-2030-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";2.4029592431825;"Scope 1+2";"S1";"S2L";"absolute";131501.19;131501.19;2718;39728;0.0640343024077652;1;98625.8925;126443.451923077;130711
"S12L";9979;"KB Financial Group";"Republic of Korea";"Global";"Financial services";"Services";"Banks";2017;38;2040;131501.19;131501.19;NA;2019;130711;NA;NA;1;100;"Scope 1+2 (location-based)";2718;39728;NA;2718;39728;NA;"9979-abs-S12L-2017-2040-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";1.58089423893586;"Scope 1+2";"S1";"S2L";"absolute";131501.19;131501.19;2718;39728;0.0640343024077652;1;81530.7378;127155.933286957;130711
"S12M";9992;"Kawasaki Heavy Industries, Ltd.";"Japan";"Global";"Transportation equipment";"Manufacturing";"Aerospace";2013;26;2030;345265;NA;NA;2020;NA;NA;NA;1;65;"Scope 1+2 (market-based)";168956;NA;NA;168956;NA;NA;"9992-abs-S12M-2013-2030-1";"Business activity";2017;"No, but we anticipate setting one in the next 2 years";66.9964765080111;"Scope 1+2";"S1";"S2M";"absolute";345265;345265;168956;NA;1;1;255496.1;308301.335294118;308301.335294118
"S12M3";9993;"KBC Group";"Belgium";"Global";"Financial services";"Services";"Banks";2015;25;2020;102701.25;76697.360588;79662.890176;2019;59059.03634;41996.274464;26668.0572087639;1;81.16;"Scope 1+2 (market-based) +3 (upstream)";33684.91;53758.14;35490;33684.91;53758.14;35490;"9993-abs-S12M3-2015-2020-1";"Company-wide";2015;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";200.558805272575;"Scope 1+2+3";"S1";"S2M";"absolute";102701.25;106672.228835056;33684.91;35490;0.486952711611768;1.03866534083135;80004.1716262917;85337.7830680445;41996.274464
"S12M3";9993;"KBC Group";"Belgium";"Global";"Financial services";"Services";"Banks";2015;100;2050;126542.22;94501.43;98155.36;2019;72768.65;51745.04;131435.018065856;1;100;"Scope 1+2 (market-based) +3 (upstream)";33684.91;53758.14;35490;33684.91;53758.14;35490;"9993-abs-S12M3-2015-2050-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";42.4945682160468;"Scope 1+2+3";"S1";"S2M";"absolute";126542.22;131435.018065856;33684.91;35490;0.486952711611768;1.03866534083135;0;116413.873144044;51745.04
"S12M";9995;"KDDI Corporation";"Japan";"Global";"Media, telecommunications & data center services";"Services";"Telecommunications services";2013;7;2030;957732;NA;NA;2020;1238845.5;NA;NA;1;90;"Scope 1+2 (market-based)";25131;1485483;1351364;25131;1485483;1351364;"9995-abs-S12M-2013-2030-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";-132.885370258665;"Scope 1+2";"S1";"S2M";"absolute";957732;957732;25131;1351364;0.018257240309627;1;890690.76;930126.783529412;1238845.5
"S12M";9995;"KDDI Corporation";"Japan";"Global";"Media, telecommunications & data center services";"Services";"Telecommunications services";2013;100;2050;957732;NA;NA;2020;1238845.5;NA;NA;1;90;"Scope 1+2 (market-based)";25131;1485483;1351364;25131;1485483;1351364;"9995-abs-S12M-2013-2050-1";"Company-wide";2020;"No, but we anticipate setting one in the next 2 years";-9.30197591810653;"Scope 1+2";"S1";"S2M";"absolute";957732;957732;25131;1351364;0.018257240309627;1;0;776539.459459459;1238845.5
"S12L";10056;"Kellogg Company";"United States of America";"Global";"Food & beverage processing";"Food, beverage & agriculture";"Baked goods & cereals";2015;65;2050;1316242;1291736;NA;2019;1056624;NA;NA;1;100;"Scope 1+2 (location-based)";553784;751225;NA;553784;751225;NA;"10056-abs-S12L-2015-2050-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";44.0037154729438;"Scope 1+2";"S1";"S2L";"absolute";1316242;1316242;553784;751225;0.4243526289857;1;460684.7;1218464.02285714;1056624
"S12L";10056;"Kellogg Company";"United States of America";"Global";"Food & beverage processing";"Food, beverage & agriculture";"Baked goods & cereals";2015;45;2030;1316242;1291736;NA;2019;1056624;NA;NA;1;100;"Scope 1+2 (location-based)";553784;751225;NA;553784;751225;NA;"10056-abs-S12L-2015-2030-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";63.5609223498077;"Scope 1+2";"S1";"S2L";"absolute";1316242;1316242;553784;751225;0.4243526289857;1;723933.1;1158292.96;1056624
"S1";10057;"Kelly Services";"United States of America";"Global";"Specialized professional services";"Services";"Other professional services";2017;3;2020;700;137.4;NA;2019;154.2;NA;NA;1;20;"Scope 1";698;6588;NA;698;6588;NA;"10057-abs-S1-2017-2020-1";"Country/region";2018;"No, but we anticipate setting one in the next 2 years";-338.095238095238;"Scope 1";"S1";"";"absolute";700;700;698;0;1;1;679;686;154.2
"S12L";10076;"Kia Motors Corp";"Republic of Korea";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2016;17.4;2025;1277586;1213705.75;NA;2019;1208603.3;NA;NA;1;95;"Scope 1+2 (location-based)";368746;903468;838399;368746;903468;838399;"10076-abs-S12L-2016-2025-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";62.7427002192407;"Scope 1+2";"S1";"S2L";"absolute";1277586;1277586;368746;903468;0.289845890707067;1;1055286.036;1203486.012;1208603.3
"S12L";10076;"Kia Motors Corp";"Republic of Korea";"Global";"Transportation equipment";"Manufacturing";"Automobiles";2016;39.99;2040;1277586;1213705.75;NA;2019;1208603.3;NA;NA;1;95;"Scope 1+2 (location-based)";368746;903468;838399;368746;903468;838399;"10076-abs-S12L-2016-2040-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";27.2998995702623;"Scope 1+2";"S1";"S2L";"absolute";1277586;1277586;368746;903468;0.289845890707067;1;766679.3586;1213722.669825;1208603.3
"S1";10095;"Kesko Corporation";"Finland";"Global";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;21;2025;42187;42176.148;NA;2019;46480.254;NA;NA;1;97.4;"Scope 1";47721;149601;72444;47721;149601;72444;"10095-abs-S1-2015-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-29.2123391656423;"Scope 1";"S1";"";"absolute";42187;42187;47721;0;1;1;33327.73;38643.292;46480.254
"S2M";10095;"Kesko Corporation";"Finland";"Global";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;17;2025;70532;144436;NA;2019;72444;NA;NA;1;100;"Scope 2 (market-based)";47721;149601;72444;47721;149601;72444;"10095-abs-S2M-2015-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-15.9460370094842;"Scope 2";"";"S2M";"absolute";70532;70532;0;72444;0;1;58541.56;65735.824;72444
"S12L";10109;"KeyCorp";"United States of America";"Global";"Financial services";"Services";"Banks";2016;40;2030;63538;63539;NA;2019;55140.67;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"10109-abs-S12L-2016-2030-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";33.0405820139129;"Scope 1+2";"S1";"S2L";"absolute";63538;63538;NA;NA;1;1;38122.8;58091.8857142857;55140.67
"S12L";10109;"KeyCorp";"United States of America";"Global";"Financial services";"Services";"Banks";2016;80;2050;63538;63539;NA;2019;55140.67;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"10109-abs-S12L-2016-2050-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";16.5202910069565;"Scope 1+2";"S1";"S2L";"absolute";63538;63538;NA;NA;1;1;12707.6;59052.9647058824;55140.67
"S12L";10124;"KIK Custom Products";"United States of America";"Global";"Chemicals";"Materials";"Personal care & household products";2015;25;2020;190500;190500;NA;2019;150168;NA;NA;1;100;"Scope 1+2 (location-based)";72554;77614;NA;72554;77614;NA;"10124-abs-S12L-2015-2020-1";"Company-wide";2016;"No, and we do not anticipate setting one in the next 2 years";84.6866141732284;"Scope 1+2";"S1";"S2L";"absolute";190500;190500;72554;77614;0.483152202866123;1;142875;152400;150168
"S12M3";10132;"Kirin Holdings Co Ltd";"Japan";"Global";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";1990;50;2050;7196840;NA;1648087.55;2019;4854842.95;901296.35;668042.78638241;1;95;"Scope 1+2 (market-based) +3 (upstream & downstream)";410875;534145;537858;410875;534145;537858;"10132-abs-S12M3-1990-2050-1";"Company-wide";2013;"No, but we are reporting another target that is science-based";67.0224431833972;"Scope 1+2+3";"S1";"S2M";"absolute";7196840;1336085.57276482;410875;537858;0.433077588742038;0.185648919909963;668042.78638241;1013198.22601332;901296.35
"S12M";10132;"Kirin Holdings Co Ltd";"Japan";"Global";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2015;30;2030;964392;1065499.4;NA;2019;891809.02;NA;NA;1;94;"Scope 1+2 (market-based)";497383;NA;636127;497383;NA;636127;"10132-abs-S12M-2015-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";28.4977478037976;"Scope 1+2";"S1";"S2M";"absolute";964392;964392;497383;636127;0.438798951928082;1;675074.4;887240.64;891809.02
"S12L";10143;"Kimco Realty";"United States of America";"Global";"Financial services";"Services";"REIT";2015;10;2020;23227;33734.79;NA;2019;20021.574;NA;NA;1;60;"Scope 1+2 (location-based)";2533.71;53690.94;NA;2533.71;53690.94;NA;"10143-abs-S12L-2015-2020-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";223.489903991045;"Scope 1+2";"S1";"S2L";"absolute";23227;23227;2533.71;53690.94;0.0450640421950159;1;20904.3;21368.84;20021.574
"S12M";10156;"Kingfisher";"United Kingdom of Great Britain and Northern Ireland";"Global";"Discretionary retail";"Retail";"Specialist retail";2016;22;2025;308270;348996.3;NA;2020;243825.02;NA;NA;1;97;"Scope 1+2 (market-based)";156062;246775;203728;156062;246775;203728;"10156-abs-S12M-2016-2025-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";83.905667110001;"Scope 1+2";"S1";"S2M";"absolute";308270;308270;156062;203728;0.433758581394702;1;240450.6;278128.044444444;243825.02
"S12M";10162;"Kingspan Group PLC";"Ireland";"Global";"Other materials";"Materials";"Other non-wood building materials";2017;10;2025;373639;373639;NA;2019;284186;NA;NA;1;100;"Scope 1+2 (market-based)";275725;75935;8461;275725;75935;8461;"10162-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";239.410232871836;"Scope 1+2";"S1";"S2M";"absolute";373639;373639;275725;8461;0.970227245536374;1;336275.1;364298.025;284186
"S2M";10162;"Kingspan Group PLC";"Ireland";"Global";"Other materials";"Materials";"Other non-wood building materials";2013;100;2020;86208;86208;NA;2019;8461;NA;NA;1;100;"Scope 2 (market-based)";275725;75935;8461;275725;75935;8461;"10162-abs-S2M-2013-2020-1";"Company-wide";2013;"No, but we are reporting another target that is science-based";90.18536562732;"Scope 2";"";"S2M";"absolute";86208;86208;0;8461;0;1;0;12315.4285714286;8461
"S12M";10162;"Kingspan Group PLC";"Ireland";"Global";"Other materials";"Materials";"Other non-wood building materials";2013;100;2050;159461;496507;NA;2019;284186;NA;NA;1;100;"Scope 1+2 (market-based)";275725;75935;8461;275725;75935;8461;"10162-abs-S12M-2013-2050-1";"Company-wide";2013;"No, but we are reporting another target that is science-based";86.3327083111231;"Scope 1+2";"S1";"S2M";"absolute";159461;159461;275725;8461;0.970227245536374;1;0;133602.459459459;284186
"S12M";10179;"Kobayashi Pharmaceutical Co., Ltd.";"Japan";"Global";"Chemicals";"Materials";"Personal care & household products";2017;54.6;2030;20714;20713;NA;2019;NA;NA;NA;1;100;"Scope 1+2 (market-based)";3712;NA;NA;3712;NA;NA;"10179-abs-S12M-2017-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0.132627824044257;"Scope 1+2";"S1";"S2M";"absolute";20714;20714;3712;NA;1;1;9404.156;18974.024;18974.024
"S12L3";10194;"Kiwi Property Group";"New Zealand";"Global";"Financial services";"Services";"REIT";2012;30;2020;6834;NA;3508;2019;4732.4;1981;858.221240808047;1;100;"Scope 1+2 (location-based) +3 (upstream)";514;1467;1401;514;1467;1401;"10194-abs-S12L3-2012-2020-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";178.42161740318;"Scope 1+2+3";"S1";"S2L";"absolute";6834;2860.73746936016;514;1467;0.259464916708733;0.418603668328966;2002.51622855211;2109.79388365312;1981
"S12L3";10194;"Kiwi Property Group";"New Zealand";"Global";"Financial services";"Services";"REIT";2012;43;2025;6834;NA;3508;2019;4732.4;1981;1230.11711182487;1;100;"Scope 1+2 (location-based) +3 (upstream)";514;1467;1401;514;1467;1401;"10194-abs-S12L3-2012-2025-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";99.4344284051698;"Scope 1+2+3";"S1";"S2L";"absolute";6834;2860.73746936016;514;1467;0.259464916708733;0.418603668328966;1630.62035753529;2198.36671683908;1981
"S12L3";10194;"Kiwi Property Group";"New Zealand";"Global";"Financial services";"Services";"REIT";2012;54;2030;6834;NA;3508;2019;4732.4;1981;1544.79823345448;1;100;"Scope 1+2 (location-based) +3 (upstream)";514;1467;1401;514;1467;1401;"10194-abs-S12L3-2012-2030-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";99.1231207795445;"Scope 1+2+3";"S1";"S2L";"absolute";6834;2860.73746936015;514;1467;0.259464916708733;0.418603668328966;1315.93923590567;2259.98260079452;1981
"S12L3";10194;"Kiwi Property Group";"New Zealand";"Global";"Financial services";"Services";"REIT";2012;80;2050;6834;NA;3508;2019;4732.4;1981;2288.58997548812;1;100;"Scope 1+2 (location-based) +3 (upstream)";514;1467;1401;514;1467;1401;"10194-abs-S12L3-2012-2050-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";66.9081065261926;"Scope 1+2+3";"S1";"S2L";"absolute";6834;2860.73746936015;514;1467;0.259464916708733;0.418603668328966;572.14749387203;2439.15510545444;1981
"S1";10202;"Klabin S/A";"Brazil";"Global";"Wood & paper materials";"Materials";"Pulp & paper mills";2004;21.38;2022;895474.56;642219;NA;2019;713886.748;NA;NA;1;100;"Scope 1";713886.748;95674.193;39207.288;713886.748;95674.193;39207.288;"10202-abs-S1-2004-2022-1";"Company-wide";2017;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";94.8474723802533;"Scope 1";"S1";"";"absolute";895474.56;895474.56;713886.748;0;1;1;704022.099072;735930.84256;713886.748
"S12M";10205;"Klepierre";"France";"Global";"Financial services";"Services";"REIT";2017;74;2030;83969;83969;NA;2019;34743;NA;NA;1;100;"Scope 1+2 (market-based)";13190;67155;21553;13190;67155;21553;"10205-abs-S12M-2017-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";79.2216432512256;"Scope 1+2";"S1";"S2M";"absolute";83969;83969;13190;21553;0.379644820539389;1;21831.94;74409.4523076923;34743
"S1";10205;"Klepierre";"France";"Global";"Financial services";"Services";"REIT";2017;42;2030;1388053;NA;NA;2019;NA;NA;NA;1;100;"Other, please specify: Transport visitors";13190;67155;21553;13190;67155;21553;"10205-abs-SX-2017-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";23.1094510491623;"Scope 1";"S1";"";"absolute";1388053;1388053;13190;0;1;1;805070.74;1298363.42153846;1298363.42153846
"S12M";10233;"Kohl's Corporation";"United States of America";"Global";"Discretionary retail";"Retail";"Department stores";2014;50;2025;807164;807164;NA;2019;488540;NA;NA;1;100;"Scope 1+2 (market-based)";50382;456048;438158;50382;456048;438158;"10233-abs-S12M-2014-2025-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";78.7012304810423;"Scope 1+2";"S1";"S2M";"absolute";807164;807164;50382;438158;0.103127686576329;1;403582;623717.636363636;488540
"S12L";10233;"Kohl's Corporation";"United States of America";"Global";"Discretionary retail";"Retail";"Department stores";2008;20;2020;832128;831128;NA;2019;506430;NA;NA;1;100;"Scope 1+2 (location-based)";50382;456048;438158;50382;456048;438158;"10233-abs-S12L-2008-2020-1";"Company-wide";2010;"No, but we are reporting another target that is science-based";195.701863174896;"Scope 1+2";"S1";"S2L";"absolute";832128;832128;50382;456048;0.0994846276879332;1;665702.4;679571.2;506430
"S12M";10234;"Kokuyo Co., Ltd.";"Japan";"Global";"Leisure & home manufacturing";"Manufacturing";"Furniture";2013;26;2030;30702;30691.026168;NA;2019;28285.371192;NA;NA;1;68.52;"Scope 1+2 (market-based)";9150.91;31690.2;32129.55;9150.91;31690.2;32129.55;"10234-abs-S12M-2013-2030-1";"Country/region";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";53.6547355972801;"Scope 1+2";"S1";"S2M";"absolute";30702;30702;9150.91;32129.55;0.221676551084944;1;22719.48;27884.64;28285.371192
"S12M";10250;"Kone Oyj";"Finland";"Global";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2017;15;2022;44100;43617;NA;2019;43927;NA;NA;1;31;"Scope 1+2 (market-based)";104700;42800;36900;104700;42800;36900;"10250-abs-S12M-2017-2022-1";"Business activity";2017;"No, but we are reporting another target that is science-based";30.2343159486017;"Scope 1+2";"S1";"S2M";"absolute";44100;44100;104700;36900;0.739406779661017;1;37485;41454;43927
"S12L3";10261;"Konica Minolta, Inc.";"Japan";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2005;80;2050;2066835;NA;NA;2020;747543.31425;258033.68625;570736.751975994;1;75;"Scope 1+2 (location-based) +3 (upstream)";103210;243891;NA;103210;243891;NA;"10261-abs-S12L3-2005-2050-1";"Company-wide";2009;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";65.0158938667092;"Scope 1+2+3";"S1";"S2L";"absolute";2066835;713420.939969992;103210;243891;0.297348610346844;0.345175565524095;142684.187993998;523175.355977995;258033.68625
"S12L3";10261;"Konica Minolta, Inc.";"Japan";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2005;60;2030;2066835;NA;NA;2020;747543.31425;258033.68625;428052.563981996;1;75;"Scope 1+2 (location-based) +3 (upstream)";103210;243891;NA;103210;243891;NA;"10261-abs-S12L3-2005-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";86.6878584889456;"Scope 1+2+3";"S1";"S2L";"absolute";2066835;713420.939969993;103210;243891;0.297348610346844;0.345175565524095;285368.375987997;456589.401580796;258033.68625
"S12L";10268;"Korea Electric Power Corp";"Republic of Korea";"Global";"Energy utility networks";"Infrastructure";"Electricity networks";2007;46.13;2020;2951380;2951379;NA;2019;1105023;NA;NA;1;100;"Scope 1+2 (location-based)";913437;NA;NA;913437;NA;NA;"10268-abs-S12L-2007-2020-1";"Company-wide";2013;"No, but we anticipate setting one in the next 2 years";135.623835865356;"Scope 1+2";"S1";"S2L";"absolute";2951380;2951380;913437;NA;1;1;1589908.406;1694636.99015385;1105023
"S12M";10294;"KPMG UK";"United Kingdom of Great Britain and Northern Ireland";"Global";"Specialized professional services";"Services";"Other professional services";2017;100;2030;6298;6297.82;NA;2019;3788.13;NA;NA;1;100;"Scope 1+2 (market-based)";3207.89;5728.2;580.24;3207.89;5728.2;580.24;"10294-abs-S12M-2017-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";39.8539218799619;"Scope 1+2";"S1";"S2M";"absolute";6298;6298;3207.89;580.24;0.846826798446727;1;0;5329.07692307692;3788.13
"S12M";10296;"KOSE Corporation";"Japan";"Global";"Chemicals";"Materials";"Personal care & household products";2019;28;2031;29780.5;29780.499;NA;2020;24135.6;NA;NA;1;100;"Scope 1+2 (market-based)";7276.034;15772.292;16859.566;7276.034;15772.292;16859.566;"10296-abs-S12M-2019-2031-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";67.6965032247852;"Scope 1+2";"S1";"S2M";"absolute";29780.5;29780.5;7276.034;16859.566;0.301464807172807;1;21441.96;29085.6216666667;24135.6
"S12M";10296;"KOSE Corporation";"Japan";"Global";"Chemicals";"Materials";"Personal care & household products";2019;56.8;2051;29780.5;29780.499;NA;2020;24135.6;NA;NA;1;100;"Scope 1+2 (market-based)";7276.034;15772.292;16859.566;7276.034;15772.292;16859.566;"10296-abs-S12M-2019-2051-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";33.3715156741899;"Scope 1+2";"S1";"S2M";"absolute";29780.5;29780.5;7276.034;16859.566;0.301464807172807;1;12865.176;29251.896125;24135.6
"S12M";10331;"Kroger";"United States of America";"Global";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2018;30;2030;5774060;7198461;NA;2020;5967865;NA;NA;1;100;"Scope 1+2 (market-based)";2445527;3304231;3522338;2445527;3304231;3522338;"10331-abs-S12M-2018-2030-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-11.1882569053087;"Scope 1+2";"S1";"S2M";"absolute";5774060;5774060;2445527;3522338;0.409782560429902;1;4041842;5485357;5967865
"S12L";10338;"KT Corporation";"Republic of Korea";"Global";"Media, telecommunications & data center services";"Services";"Telecommunications services";2007;35;2030;1276872;1276872;NA;2019;1134307;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"10338-abs-S12L-2007-2030-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";31.9005014933816;"Scope 1+2";"S1";"S2L";"absolute";1276872;1276872;NA;NA;1;1;829966.8;1043704.06956522;1134307
"S12L";10338;"KT Corporation";"Republic of Korea";"Global";"Media, telecommunications & data center services";"Services";"Telecommunications services";2007;50;2040;1276872;1276872;NA;2019;1134307;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"10338-abs-S12L-2007-2040-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";22.3303510453671;"Scope 1+2";"S1";"S2L";"absolute";1276872;1276872;NA;NA;1;1;638436;1044713.45454545;1134307
"S12M";10347;"Kubota Corporation";"Japan";"Global";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2014;30;2030;534000;NA;NA;2019;471304.7822;NA;NA;1;74.83;"Scope 1+2 (market-based)";325000;338000;NA;325000;338000;NA;"10347-abs-S12M-2014-2030-1";"Company-wide";2016;"No, and we do not anticipate setting one in the next 2 years";66.7915106117353;"Scope 1+2";"S1";"S2M";"absolute";534000;534000;325000;NA;1;1;373800;483937.5;471304.7822
"S12L";10350;"Kumba Iron Ore";"South Africa";"Global";"Metallic mineral mining";"Materials";"Iron ore mining";2016;8.3;2020;950000;945966;NA;2019;1000000;NA;NA;1;100;"Scope 1+2 (location-based)";530000;470000;NA;530000;470000;NA;"10350-abs-S12L-2016-2020-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";-63.4115409004439;"Scope 1+2";"S1";"S2L";"absolute";950000;950000;530000;470000;0.53;1;871150;890862.5;1000000
"S12L";10375;"Kyocera Corporation";"Japan";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2014;30;2031;1156000;1156000;NA;2020;946650;NA;NA;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"10375-abs-S12L-2014-2031-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";61.2883506343714;"Scope 1+2";"S1";"S2L";"absolute";1156000;1156000;NA;NA;1;1;809200;1033600;946650
"S12L3";10375;"Kyocera Corporation";"Japan";"Global";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2014;30;2031;6325000;NA;NA;2020;5434269;946650;993402.406980188;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";NA;NA;NA;NA;NA;NA;"10375-abs-S12L3-2014-2031-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";47.110882740448;"Scope 1+2+3";"S1";"S2L";"absolute";6325000;3311341.35660063;NA;NA;1;0.174200062602716;2317938.94962044;2960728.74237233;946650
"S12M";10389;"L'Oréal";"France";"Global";"Chemicals";"Materials";"Personal care & household products";2016;100;2025;120450;120450;NA;2019;82494;NA;NA;1;100;"Scope 1+2 (market-based)";61963;170239;58487;61963;170239;58487;"10389-abs-S12M-2016-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";33.343295973433;"Scope 1+2";"S1";"S2M";"absolute";120450;120450;61963;58487;0.514429223744292;1;0;80300;82494
"S12M3";10389;"L'Oréal";"France";"Global";"Chemicals";"Materials";"Personal care & household products";2016;25;2030;11595000;8039244;120450;2019;11764554;82494;43431.2526774906;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";61963;170239;58487;61963;170239;58487;"10389-abs-S12M3-2016-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-5.77310909874946;"Scope 1+2+3";"S1";"S2M";"absolute";11595000;173725.010709962;61963;58487;0.514429223744292;0.0149827521095267;130293.758032472;164418.313707643;82494
