"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"National Express Group Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Road transport";"Transportation services";"Bus & taxi";2013;24;2018;40860;827593;NA;2017;861743.51;NA;2732.78528937688;0.278673650817515;5.19;"Scope 1+2 (location-based)";229076.81;11068.4;12531.43;801061.17;60682.34;77613.31;"12828-abs-S12L-2013-2018-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";11386.6053724037;11386.6053724037;229076.81;11068.4;0.953909553307351;1;8653.82008302679;9200.37714090216;240145.21
"Nestlé";"Switzerland";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Dairy & egg products";2010;50;2050;118214006;NA;NA;2017;NA;NA;1364344.64019119;0.0230826225479778;100;"Other, please specify: Scope 1+2(market-based)+3";126201;121763;24769;3532062;3639042;3008356;"12942-abs-S12M3-2010-2050-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";2728689.28038238;2728689.28038238;126201;24769;0.835934291581109;1;1364344.64019119;2489928.96834892;2489928.96834892
"Nippon Yusen Kaisha Line";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Marine transport";"Transportation services";"Marine freight";2016;0.1;2017;1588.12;32634.89;NA;2018;65401.32;NA;0.0782172166127534;0.0492514524171683;5;"Scope 2 (market-based)";23715.03;3221.11;3221.11;20918985.1;66535.15;65401.32;"13341-abs-S2M-2016-2017-1";"S2M";"Scope 2";"";"S2M";"absolute";78.2172166127533;78.2172166127534;0;3221.11;0;1;78.1389993961406;78.0607821795279;3221.11
"Nomura Holdings, Inc.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2011;34;2020;63112;NA;90105;2018;145218;73636;1428.44040931565;0.131280895214297;15;"Scope 1+2 (location-based) +3 (upstream)";626;9041;646;2992;70644;57591;"13351-abs-S12L3-2011-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";8285.39985876471;4201.29532151662;626;9041;0.0647563877107686;0.507072126044981;2772.85491220097;3090.28611427111;9666.99999999997
"Novartis";"Switzerland";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2010;30;2020;1488100;1488100;NA;2017;1250497;NA;16081.1576117336;0.0360216777809143;100;"Scope 1 +2 (market-based)";35141;6227;9904;540198;901046;710299;"13524-abs-S12M-2010-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";53603.8587057786;53603.8587057787;35141;9904;0.78013098013098;1;37522.7010940451;42347.0483775652;45045
"Novartis";"Switzerland";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2010;50;2030;1488100;1488100;NA;2017;1250497;NA;26801.9293528893;0.0360216777809143;100;"Scope 1 +2 (market-based)";35141;6227;9904;540198;901046;710299;"13524-abs-S12M-2010-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";53603.8587057786;53603.8587057786;35141;9904;0.78013098013098;1;26801.9293528893;44223.1834322673;45045
"NTT Data Corporation";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Specialized professional services";"Services";"Other professional services";2013;0;2020;244081;NA;NA;2018;317865;NA;NA;NA;100;"Scope 1 +2 (market-based)";0;2278.21;2278.21;NA;328397;309063;"13573-abs-S12M-2013-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";NA;NA;0;2278.21;0;1;NA;NA;NA
"Ono Pharmaceutical Co., Ltd.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2005;23;2020;26653.41;NA;NA;2018;26281.3;NA;13.309616425291;0.00217112547705022;90;"Scope 1+2 (location-based)";0;57.06;57.06;8488.07;17793.23;21825.13;"13909-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";57.8678975012651;57.8678975012652;0;57.06;0;1;44.5582810759742;46.3328965993464;57.0599999999999
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;63;2025;218648;209648;NA;2017;141449;NA;1341.36279348741;0.00973778535019689;100;"Scope 1 +2 (market-based)";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2129.14729124985;2129.14729124986;1337.1;40.3;0.97074197763903;1;787.784497762447;1763.3210748442;1377.4
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;77;2040;218648;209648;NA;2017;141449;NA;1639.44341426238;0.00973778535019689;100;"Scope 1 +2 (market-based)";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S12M-2014-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2129.14729124985;2129.14729124984;1337.1;40.3;0.97074197763903;1;489.703876987464;1939.98074345034;1377.4
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;30;2020;5531;5531.3;NA;2017;8900.3;NA;NA;NA;0.01;"Scope 3: Waste generated in operations";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S3-2014-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;20;2020;6743;NA;NA;2017;NA;NA;NA;NA;0.01;"Other, please specify: Scope 3: Water consumption";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S3-2014-2020-2";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;29;2025;1305917;1217157.2;NA;2017;1667751.7;NA;NA;NA;100;"Scope 3 (upstream & downstream)";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S3-2014-2025-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Orkla ASA";"Norway";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2014;75;2040;1305917;1217157.2;NA;2017;1667751.7;NA;NA;NA;100;"Scope 3 (upstream & downstream)";1337.1;1419;40.3;122915;71584;18534;"14057-abs-S3-2014-2040-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Pearson";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Specialized professional services";"Services";"Other professional services";2009;50;2020;210306;175044;NA;2017;76738;NA;11534.4912525737;0.109692460058902;100;"Scope 1+2 (location-based)";3927.48;4490.1;50.19;15691;61047;54946.46;"14526-abs-S12L-2009-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";23068.9825051474;23068.9825051474;3927.48;4490.1;0.4665806561981;1;11534.4912525737;14680.2615941847;8417.58000000002
"Pearson";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Specialized professional services";"Services";"Other professional services";2009;50;2020;210306;2776;NA;2017;1047;NA;NA;NA;100;"Scope 3: Waste generated in operations";3927.48;4490.1;50.19;15691;61047;54946.46;"14526-abs-S3-2009-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Pearson";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Specialized professional services";"Services";"Other professional services";2009;50;2020;210306;33164;NA;2017;21999;NA;NA;NA;100;"Scope 3: Business travel";3927.48;4490.1;50.19;15691;61047;54946.46;"14526-abs-S3-2009-2020-2";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2010;80;2050;173122;NA;884577;2018;1968750.34;1920812;135125.234848823;1;13.21;"Scope 1+2 (location-based) +3 (upstream)";1797147;123665;123665;1797147;123665;123665;"14548-abs-S12L3-2010-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";173122;168906.543561029;1797147;123665;0.93561837389604;0.975650371189269;33781.3087122057;141881.496591264;1920812
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2015;19.17;2020;102964;1302729;1254141;2018;1968750.34;1920812;19002.0214344125;1;3.07;"Scope 1+2 (location-based) +3 (upstream)";1797147;123665;123665;1797147;123665;123665;"14548-abs-S12L3-2015-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";102964;99123.7424851982;1797147;123665;0.93561837389604;0.962702910582324;80121.7210507857;87722.5296245507;1920812
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2015;17.53;2020;2015;1302729;1254141;2018;1968750.34;1920812;340.055067753539;1;12.97;"Scope 1+2 (location-based) +3 (upstream)";1797147;123665;123665;1797147;123665;123665;"14548-abs-S12L3-2015-2020-2";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";2015;1939.84636482338;1797147;123665;0.93561837389604;0.962702910582324;1599.79129706984;1735.81332417126;1920812
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2015;15;2020;67113;1302729;1254141;2018;1968750.34;1920812;9691.48206568673;1;5.12;"Scope 1+2 (location-based) +3 (upstream)";1797147;123665;123665;1797147;123665;123665;"14548-abs-S12L3-2015-2020-3";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";67113;64609.8804379115;1797147;123665;0.93561837389604;0.962702910582324;54918.3983722248;58794.9911984995;1920812
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2018;0;2019;153620;1977075.34;1920812;2018;1977075.34;1920812;0;1;7.74;"Scope 1+2 (location-based) +3 (upstream & downstream)";1797147;123665;123665;1797147;123665;123665;"14548-abs-S12L3-2018-2019-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";153620;153620;1797147;123665;0.93561837389604;0.971542136578366;153620;153620;1920812
"Pennon Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Waste management";2018;10;2019;841607;NA;NA;2018;NA;NA;NA;NA;42.38;"Other, please specify: Emissions from Landfills";1797147;123665;123665;1797147;123665;123665;"14548-abs-SX-2018-2019-1";"SX";"";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"PepsiCo, Inc.";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2015;20;2030;5568960;5568960;NA;2017;5448470;NA;26429.8358401533;0.0237295974833302;100;"Scope 1 +2 (market-based)";93920;31540;35370;3734520;1746370;1713950;"14605-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";132149.179200767;132149.179200766;93920;35370;0.726428958156083;1;105719.343360613;128625.201088746;129290
"PepsiCo, Inc.";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2015;20;2030;63000000;79397331;NA;2017;62817980;NA;NA;NA;100;"Scope 3 (upstream & downstream)";93920;31540;35370;3734520;1746370;1713950;"14605-abs-S3-2015-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Koninklijke Philips NV";"Netherlands";"United Kingdom of Great Britain and Northern Ireland";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2017;4;2025;34873879;35203256;NA;2017;35203256;NA;NA;NA;99.7;"Scope 3 (upstream & downstream)";0;8253;8253;NA;224970;58028;"14709-abs-S3-2017-2025-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Koninklijke Philips NV";"Netherlands";"United Kingdom of Great Britain and Northern Ireland";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2017;11;2040;34873879;35203256;NA;2017;35203256;NA;NA;NA;99.7;"Scope 3 (upstream & downstream)";0;8253;8253;NA;224970;58028;"14709-abs-S3-2017-2040-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Prologis";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"REIT";2011;20;2020;8667;8667;NA;2017;6305;NA;42.2861624107851;0.0243949246629659;100;"Scope 1+2 (location-based)";30.38;123.43;123.43;2772;3533;274;"15169-abs-S12L-2011-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";211.430812053925;211.430812053926;30.38;123.43;0.197516416357844;1;169.14464964314;183.240037113402;153.81
"Prosafe";"Cyprus";"United Kingdom of Great Britain and Northern Ireland";"Industrial support services";"Services";"Energy services & equipment";2015;10;2020;207.4;177;NA;2017;86.6;NA;14.9466905311778;0.72066974595843;100;"Scope 2 (location-based)";46569;62.41;62.41;106399;86.6;86.6;"15187-abs-S2L-2015-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";149.466905311778;149.466905311778;0;62.41;0;1;134.5202147806;143.488229099307;62.41
"Provident Financial plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2015;30;2020;4612;4612;NA;2017;3277;NA;1315.62331400671;0.950869697894416;100;"Scope 1+2 (location-based)";1701;1415;1415;1791;1486;1486;"15282-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4385.41104668905;4385.41104668903;1701;1415;0.54589216944801;1;3069.78773268232;3859.16172108635;3116
"Rexel";"France";"United Kingdom of Great Britain and Northern Ireland";"Trading, wholesale, distribution, rental & leasing";"Services";"Dealers, wholesalers & distributors";2010;30;2020;161803;161803;NA;2017;104360;NA;4600.17123113262;0.0947689727865082;100;"Scope 1+2 (location-based)";9668.58;221.51;221.51;74141;30219;30219;"15779-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";15333.9041037754;15333.9041037754;9668.58;221.51;0.977602832734586;1;10733.7328726428;12113.7842419826;9890.09
"Royal Bank of Scotland Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2014;45;2020;512583;3005877;407231;2017;2085217;243131;20029.8065089629;0.744750772217447;100;"Scope 1+2 (location-based) +3 (upstream)";23075.7;157996.3;157996.3;27172;215959;76197;"15949-abs-S12L3-2014-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";381746.585075536;44510.6811310287;23075.7;157996.3;0.127439361138111;0.135478264746029;24480.8746220658;34495.7778765472;181072
"Royal Bank of Scotland Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2011;50;2020;143794;80000;NA;2017;68452;NA;NA;NA;100;"Scope 3: Business travel";23075.7;157996.3;157996.3;27172;215959;76197;"15949-abs-S3-2011-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Royal Bank of Canada";"Canada";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2012;54;2018;365;342;NA;2017;184;NA;NA;NA;60;"Scope 3: Upstream transportation & distribution";862;4592;4592;24676;96917;94251;"15980-abs-S3-2012-2018-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Royal Dutch Shell";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2014;25;2025;3400000;76000000;NA;2017;73000000;NA;32602.7397260274;0.0383561643835616;5;"Scope 1";2800000;0;0;73000000;0;0;"16012-abs-S1-2014-2025-1";"S1";"Scope 1";"S1";"";"absolute";130410.958904109;130410.95890411;2800000;0;1;1;97808.2191780822;121519.302615193;2800000
"SSE";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Renewable power generation";"Power generation";"Other renewable generation";2018;20;2030;100;831819;NA;2018;831819;NA;19.9868000129836;0.99934000064918;5;"Scope 2 (location-based)";9124434;831270;831270;10128193;831819;831819;"16558-abs-S2L-2018-2030-1";"S2L";"Scope 2";"";"S2L";"absolute";99.934000064918;99.934000064918;0;831270;0;1;79.9472000519344;99.934000064918;831270
"Secom Co., Ltd.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";2007;17.84;2020;63477.13;NA;NA;2018;89621.44;NA;502.713640077329;0.0443923909278851;56.07;"Scope 1+2 (location-based)";3738.8;239.71;239.71;53259.87;36361.57;36361.57;"16601-abs-S12L-2007-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2817.90156994018;2817.90156994018;3738.8;239.71;0.939748800430312;1;2315.18792986286;2392.52848987475;3978.51
"Secom Co., Ltd.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";2013;35;2030;80871.74;58233.81;NA;2018;89621.44;NA;1256.5314639844;0.0443923909278851;85.64;"Scope 1+2 (location-based)";3738.8;239.71;239.71;53259.87;36361.57;36361.57;"16601-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3590.08989709828;3590.08989709829;3738.8;239.71;0.939748800430312;1;2333.55843311389;3220.52181945582;3978.51
"Secom Co., Ltd.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";2013;80;2050;80871.74;58233.81;NA;2018;89621.44;NA;2872.07191767863;0.0443923909278851;85.64;"Scope 1+2 (location-based)";3738.8;239.71;239.71;53259.87;36361.57;36361.57;"16601-abs-S12L-2013-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3590.08989709828;3590.08989709829;3738.8;239.71;0.939748800430312;1;718.017979419657;3201.97207038496;3978.51
"Meliá Hotels International S.A.";"Spain";"United Kingdom of Great Britain and Northern Ireland";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2011;5.1;2017;47348;56359.02;NA;2017;48539;NA;78.6356450211171;0.0325647417540534;100;"Scope 1";1580.66;3371.98;3371.98;48539;104870.19;104870.19;"17334-abs-S1-2011-2017-1";"S1";"Scope 1";"S1";"";"absolute";1541.87539257092;1541.87539257092;1580.66;0;1;1;1463.23974754981;1463.23974754981;1580.66
"Meliá Hotels International S.A.";"Spain";"United Kingdom of Great Britain and Northern Ireland";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2011;11.4;2020;47348;56359.02;NA;2017;48539;NA;175.773794753085;0.0325647417540534;100;"Scope 1";1580.66;3371.98;3371.98;48539;104870.19;104870.19;"17334-abs-S1-2011-2020-1";"S1";"Scope 1";"S1";"";"absolute";1541.87539257092;1541.87539257092;1580.66;0;1;1;1366.10159781784;1424.69286273553;1580.66
"Stagecoach Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Rail transport";"Transportation services";"Passenger rail";2014;6;2019;95276;1562654;1498015;2017;1688916;1364776;3804.95421782966;0.823685352028465;5;"Scope 1+2 (location-based) +3 (upstream)";783186;340960;340960;1019232;345544;345544;"17634-abs-S12L3-2014-2019-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";78477.445599864;63415.9036304943;783186;340960;0.696694201642847;0.958635116922876;59610.9494126647;61132.9310997965;1124146
"Sumitomo Mitsui Financial Group";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2009;19;2030;8198;NA;NA;2018;163409.17;NA;20.9806503111178;0.013469684718428;70;"Scope 2 (location-based)";262.9;2201.07;2201.07;15671.14;163409.17;163409.17;"17899-abs-S2L-2009-2030-1";"S2L";"Scope 2";"";"S2L";"absolute";110.424475321673;110.424475321673;0;2201.07;0;1;89.4438250105548;101.432768045479;2201.07
"Takeda Pharmaceutical Company Limited";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";1990;40;2020;409000;NA;NA;2017;366869;NA;1208.03992705843;0.007384107133609;100;"Scope 1 +2 (market-based)";1213;1065;1496;160776;250174;206093;"18316-abs-S12M-1990-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";3020.09981764608;3020.09981764608;1213;1496;0.447766703580657;1;1812.05989058765;1932.86388329349;2709
"Takeda Pharmaceutical Company Limited";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2005;25;2020;485982;NA;NA;2017;366869;NA;897.135788251392;0.007384107133609;100;"Scope 1 +2 (market-based)";1213;1065;1496;160776;250174;206093;"18316-abs-S12M-2005-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";3588.54315300557;3588.54315300557;1213;1496;0.447766703580657;1;2691.40736475418;2870.83452240445;2709
"Tesco";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;60;2025;3306738;NA;NA;2018;1136325;NA;0;0.765170721404528;99;"Scope 2 (market-based)";783385.19;869482.62;869482.62;1306985.2;2077528.43;1136325;"18574-abs-S2M-2015-2025-1";"S2M";"Scope 2";"";"S2M";"absolute";2530219.10095577;2530219.10095577;0;869482.62;0;1;1012087.64038231;2074779.66278373;869482.62
"Tesco";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2015;35;2030;41694592;NA;NA;2018;NA;NA;NA;NA;100;"Other, please specify";783385.19;869482.62;869482.62;1306985.2;2077528.43;1136325;"18574-abs-SX-2015-2030-1";"SX";"";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Technicolor SA";"France";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2015;20;2018;140515;140515;NA;2017;199036;NA;913.323496754356;0.0324991458831568;100;"Scope 2 (location-based)";359.1;6468.5;6468.5;7087.3;199036;199036;"19100-abs-S2L-2015-2018-1";"S2L";"Scope 2";"";"S2L";"absolute";4566.61748377178;4566.61748377178;0;6468.5;0;1;3653.29398701742;3957.73515260221;6468.5
"Tokio Marine Holdings, Inc.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";2006;40;2020;62544;NA;NA;2018;86543;NA;282.717409842506;0.011300740672267;52;"Scope 1+2 (location-based)";159;819;819;14474;72069;68548;"19184-abs-S12L-2006-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";706.793524606267;706.793524606265;159;819;0.162576687116564;1;424.076114763759;464.464316169831;978.000000000003
"Trant Engineering Ltd";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Construction";"Infrastructure";"Energy infrastructure construction";2016;5;2017;2791;2790;NA;2017;2181;NA;139.55;1;100;"Scope 1";2181;145;145;2181;145;145;"19366-abs-S1-2016-2017-1";"S1";"Scope 1";"S1";"";"absolute";2791;2791;2181;0;1;1;2651.45;2651.45;2181
"Trant Engineering Ltd";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Construction";"Infrastructure";"Energy infrastructure construction";2016;5;2017;177;176.63;NA;2017;145;NA;8.85;1;68;"Scope 2 (location-based)";2181;145;145;2181;145;145;"19366-abs-S2L-2016-2017-1";"S2L";"Scope 2";"";"S2L";"absolute";177;177;0;145;0;1;168.15;168.15;145
"UCB SA";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;5;2020;175632;56612;NA;2017;NA;NA;NA;0.084451316952116;100;"Scope 1+2 (location-based) +3 (downstream)";2912;1580.05;1580.05;47303;5888;5888;"19657-abs-S12L3-2015-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";14832.353698934;14832.353698934;2912;1580.05;0.648256364020881;1;14090.7360139873;14535.7066249553;14535.7066249553
"UCB SA";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;20;2025;175632;56612;NA;2017;NA;NA;NA;0.084451316952116;100;"Scope 1+2 (location-based) +3 (downstream)";2912;1580.05;1580.05;47303;5888;5888;"19657-abs-S12L3-2015-2025-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";14832.353698934;14832.353698934;2912;1580.05;0.648256364020881;1;11865.8829591472;14239.0595509767;14239.0595509767
"UCB SA";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;35;2030;175632;56612;NA;2017;NA;NA;NA;0.084451316952116;100;"Scope 1+2 (location-based) +3 (downstream)";2912;1580.05;1580.05;47303;5888;5888;"19657-abs-S12L3-2015-2030-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";14832.353698934;14832.353698934;2912;1580.05;0.648256364020881;1;9641.02990430712;14140.1771929838;14140.1771929838
"UCB SA";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2015;70;2050;175632;56612;NA;2017;NA;NA;NA;0.084451316952116;100;"Scope 1+2 (location-based) +3 (downstream)";2912;1580.05;1580.05;47303;5888;5888;"19657-abs-S12L3-2015-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";14832.353698934;14832.353698934;2912;1580.05;0.648256364020881;1;4449.70610968021;14239.0595509767;14239.0595509767
"Unite Students";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Other services";"Services";"Real estate services";2014;0;2025;59820;59820;NA;2017;25552;NA;0;1;100;"Scope 1 +2 (market-based)";6094;42459;19458;6094;42459;19458;"19834-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";59820;59820;6094;19458;0.238494051346274;1;59820;59820;25552
"Unite Students";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Other services";"Services";"Real estate services";2014;44;2050;59820;59820;NA;2017;25552;NA;26320.8;1;100;"Scope 1 +2 (market-based)";6094;42459;19458;6094;42459;19458;"19834-abs-S12M-2014-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";59820;59820;6094;19458;0.238494051346274;1;33499.2;57626.6;25552
