"company_name";"incorporation_country";"Country/Region";"sectors";"industries";"activities";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Inventory accounting year";"Inventory reporting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_excl_scope3_interpolated";"MRY_excl_scope3"
"Barry Callebaut AG";"Switzerland";"Italy";"Food & beverage processing";"Food, beverage & agriculture";"Chocolate confection";2017;60;2025;8230000;8605815;322514;2017;2018;8605815;322514;6125.29435038982;0.0330993383232976;100;"Scope 1+2 (market-based) +3 (upstream)";2218;0;8457;"23318-abs-S12M3-2017-2025-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";272407.554400739;10208.8239173164;2218;8457;0.207775175644028;0.0374762878356088;4083.52956692655;10208.8239173164;10675
"Iren SpA";"Italy";"Italy";"Energy utility networks, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities";2016;14;2022;3408288;3408288;NA;2017;2018;3429844;NA;477160.32;1;100;"Scope 1";3429844;97157;139452;"31273-abs-S1-2016-2022-1";"S1";"Scope 1";"S1";"";"absolute";3408288;3408288;3429844;0;1;1;2931127.68;3328761.28;3429844
"ASTM SpA";"Italy";"Italy";"Construction, Industrial support services";"Infrastructure, Services";"Transportation infrastructure & other construction, Transportation support services, Utility line construction";2017;18;2021;27772;29054;NA;2017;2018;29054;NA;4998.96;1;96;"Scope 2 (location-based)";19863;29054;40693;"31290-abs-S2L-2017-2021-1";"S2L";"Scope 2";"";"S2L";"absolute";27772;27772;0;29054;0;1;22773.04;27772;29054
"Brembo SpA";"Italy";"Italy";"Powered machinery";"Manufacturing";"Engines & motors, Other vehicle equipment & systems";2015;19;2025;439937;439937;NA;2015;2016;588010.95;NA;19038.7756852194;0.227769163661584;100;"Scope 1 +2 (market-based)";51979.45;37905.96;50193;"31309-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";100204.082553786;100204.082553786;51979.45;50193;0.508742327310346;1;81165.3068685669;100204.082553786;133930.762305353
"Brembo SpA";"Italy";"Italy";"Powered machinery";"Manufacturing";"Engines & motors, Other vehicle equipment & systems";2015;41;2040;439937;439937;NA;2015;2016;588010.95;NA;41083.6738470524;0.227769163661584;100;"Scope 1 +2 (market-based)";51979.45;37905.96;50193;"31309-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";100204.082553786;100204.082553786;51979.45;50193;0.508742327310346;1;59120.4087067339;100204.082553786;133930.762305353
"YOOX Net-A-Porter Group";"Italy";"Italy";"Discretionary retail";"Retail";"Discretionary delivery retail";2016;100;2020;7135;7135;NA;2016;2017;7960;NA;807;0.113104414856342;100;"Scope 2 (market-based)";608;2467;807;"31324-abs-S2M-2016-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";807;807;0;807;0;1;0;807;900.311142256482
"Zignago Vetro SpA";"Italy";"Italy";"Other materials";"Materials";"Glass products";2015;8.8;2019;193954;225262;NA;2017;2018;256485.11;NA;12587.3611528167;0.737485150697442;74;"Scope 1 +2 (market-based)";160592;32586.85;28561.96;"31334-abs-S12M-2015-2019-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";143038.194918372;143038.194918372;160592;28561.96;0.849001522357766;1;130450.833765555;136744.514341963;189153.96
"Barco NV";"Belgium";"Italy";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2015;20;2020;80566;195620;10819;2015;2016;76620;10456;46.7147015427433;0.052420108390955;99;"Scope 1+2 (market-based) +3 (upstream)";356;375;205;"31375-abs-S12M3-2015-2020-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";4223.27845262568;233.573507713716;356;205;0.63458110516934;0.0553062059094162;186.858806170973;233.573507713716;548.104653335825
"Superdry";"United Kingdom of Great Britain and Northern Ireland";"Italy";"Apparel design, Discretionary retail";"Apparel, Retail";"Apparel & footwear design, Apparel stores";2014;98;2020;7439;NA;NA;2018;2018;158;NA;0;0;100;"Scope 2 (market-based)";2;254;0;"31463-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";0;0;0;0;0;1;0;0;0
"Signify NV";"Netherlands";"Italy";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2015;50;2020;357582;357583;NA;2017;2018;241159;NA;1431.60910851347;0.00800716539710316;100;"Scope 1 +2 (market-based)";1929;177;2;"32334-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2863.21821702694;2863.21821702694;1929;2;0.998964267219058;1;1431.60910851347;2290.57457362155;1931
"Signify NV";"Netherlands";"Italy";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2015;30;2020;665663;NA;357583;2017;2018;4499511;241159;85.7023298531774;0.00800716539710316;100;"Scope 1+2 (market-based) +3 (upstream)";1929;177;2;"32334-abs-S12M3-2015-2020-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";5330.07373973188;285.674432843925;1929;2;0.998964267219058;0.053596713065042;199.972102990747;251.393500902654;1931
"Level 3 Communications, Inc.";"United States of America";"Italy";"Media, telecommunications & data center services";"Services";"Telecommunications services";2014;25;2025;692235.93;692235.94;NA;2017;2018;520381.1;NA;71.494180049679;0.000413120307405477;100;"Scope 1 +2 (market-based)";62.38;496.73;152.6;"33282-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";285.976720198716;285.976720198716;62.38;152.6;0.290166527118802;1;214.482540149037;266.478307457894;214.98
"PostNL";"Netherlands";"Italy";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party, Logistics - transport";2007;55;2020;138600;138600;NA;2017;2018;40527.87;NA;1879.34788578822;0.0246536519190374;100;"Scope 1+2 (location-based)";973.16;26;26;"35221-abs-S12L-2007-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3416.99615597858;3416.99615597858;973.16;26;0.973978141638977;1;1537.64827019036;1971.34393614149;999.159999999998
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Italy";"Commercial & consumer services";"Services";"Commercial services";2015;10;2020;13478;NA;NA;2017;2018;4285.31;NA;77.3521476859317;0.0573914139233801;100;"Scope 2 (market-based)";35.23;170.31;245.94;"35831-abs-S2M-2015-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";773.521476859317;773.521476859317;0;245.94;0;1;696.169329173385;742.580617784944;245.94
"Sofidel S.p.A.";"Italy";"Italy";"Paper products & packaging";"Manufacturing";"Paper products";2009;14;2020;838704;838703;NA;2012;2013;727741;NA;34973.8510781393;0.297856242472564;100;"Scope 1+2 (location-based)";144024;68167;0;"36186-abs-S12L-2009-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";249813.221986709;249813.221986709;144024;68167;0.678746977958537;1;214839.37090857;240274.898965399;216762.199753226
"VMware, Inc";"United States of America";"Italy";"IT & software development";"Services";"Software";2016;35;2030;31200;31200;NA;2016;2017;27907;NA;25.893;0.00237115384615385;100;"Scope 1 +2 (market-based)";0;73.98;73.98;"36917-abs-S12M-2016-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";73.9800000000001;73.98;0;73.98;0;1;48.087;73.98;66.1717903846155
"Charles River Laboratories International Inc.";"United States of America";"Italy";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2016;6.2;2021;124241;122225;NA;2017;2018;114974;NA;61.7781656565832;0.00802007410371041;95;"Scope 1+2 (location-based)";499;423.1;0;"40228-abs-S12L-2016-2021-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";996.422026719085;996.422026719084;499;423.1;0.541156056826808;1;934.6438610625;984.066393587767;922.100000000001
"IMA SpA";"Italy";"Italy";"Powered machinery";"Manufacturing";"Industrial machinery";2013;0;2020;2308.54;NA;NA;2017;2018;11007.78;NA;0;0.6174233133293;28.58;"Scope 2 (market-based)";6157.92;6820.83;6796.46;"40757-abs-S2M-2013-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";1425.34641575322;1425.34641575322;0;6796.46;0;1;1425.34641575322;1425.34641575322;6796.46
"PVH Corp";"United States of America";"Italy";"Apparel design";"Apparel";"Apparel & footwear design";2015;35;2030;134459;NA;NA;2016;2016;140481;NA;971.95;0.0206531359001629;100;"Scope 1+2 (location-based)";1239;1538;0;"44266-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2777;2777;1239;1538;0.44616492617933;1;1805.05;2712.20333333333;2901.37318439078
"PVH Corp";"United States of America";"Italy";"Apparel design";"Apparel";"Apparel & footwear design";2014;20;2020;133000;NA;NA;2016;2016;140481;NA;549.373414944332;0.0206531359001629;7;"Scope 1+2 (location-based) +3 (upstream)";1239;1538;0;"44266-abs-S12L3-2014-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";2746.86707472167;2746.86707472166;1239;1538;0.44616492617933;1;2197.49365977733;2563.74260307355;2901.37318439078
"AbbVie Inc";"United States of America";"Italy";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;25;2025;665467;665467;NA;2015;2016;588993;NA;7324.70919109673;0.0440274826015218;100;"Scope 1 +2 (market-based)";28551.94;678.5;720.04;"45103-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";29298.8367643869;29298.8367643869;28551.94;720.04;0.975401732305092;1;21974.1275732902;29298.8367643869;25931.8790599181
"AbbVie Inc";"United States of America";"Italy";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;50;2035;665467;665467;NA;2015;2016;588993;NA;14649.4183821935;0.0440274826015218;100;"Scope 1 +2 (market-based)";28551.94;678.5;720.04;"45103-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";29298.8367643869;29298.836764387;28551.94;720.04;0.975401732305092;1;14649.4183821935;29298.836764387;25931.8790599181
"News Corp";"United States of America";"Italy";"IT & software development, Print & publishing services, Web & marketing services";"Services";"Marketing, Print publishing, Software";2006;40;2020;372563;NA;352511;2013;2014;318540.62;202014.62;43.69190066913;0.000462299309117842;100;"Scope 1+2 (location-based) +3 (downstream)";42.02;75.95;0;"50074-abs-S12L3-2006-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";172.235617502871;109.229751672825;42.02;75.95;0.356192252267526;0.634187941242784;65.537851003695;87.38380133826;93.3912192577034
"News Corp";"United States of America";"Italy";"IT & software development, Print & publishing services, Web & marketing services";"Services";"Marketing, Print publishing, Software";2017;100;2050;202015;199206.51;NA;2017;2018;199206.51;NA;42.8963616701081;0.000212342458085331;100;"Scope 1 +2 (market-based)";21.05;21.25;21.25;"50074-abs-S12M-2017-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";42.8963616701081;42.8963616701081;21.05;21.25;0.497635933806147;1;0;42.8963616701081;42.3000000000001
"KION GROUP AG";"Germany";"Italy";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery, Industrial machinery";2017;30;2027;194135;194134.62;NA;2017;2018;194134.62;NA;2002.50391970273;0.0343833572806334;100;"Scope 1+2 (location-based)";4767.57;1907.43;0;"50078-abs-S12L-2017-2027-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6675.01306567577;6675.01306567577;4767.57;1907.43;0.714242696629213;1;4672.50914597304;6675.01306567577;6675
"Sopra Steria Group";"France";"Italy";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";2015;21;2025;20456;20456;NA;2015;2016;9737;NA;80.7708651371013;0.0188024622271964;100;"Scope 1 +2 (market-based)";48;288;288;"54735-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";384.62316731953;384.62316731953;48;288;0.142857142857143;1;303.852302182429;384.62316731953;183.079574706211
"Sopra Steria Group";"France";"Italy";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";2015;45;2040;20456;20456;NA;2015;2016;9737;NA;173.080425293788;0.0188024622271964;100;"Scope 1 +2 (market-based)";48;288;288;"54735-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";384.62316731953;384.623167319529;48;288;0.142857142857143;1;211.542742025741;384.623167319529;183.079574706211
"TUI Group";"United Kingdom of Great Britain and Northern Ireland";"Italy";"Bars, hotels & restaurants, Commercial & consumer services, Land & property ownership & development, Marine transport";"Hospitality, Infrastructure, Services, Transportation services";"Cruise lines & ferries, Hotels & lodging, Real estate owners & developers, Travel services";2015;20;2020;37687;6889826;6882751;2015;2016;7556749;7551343;2.98878038429418;0.000396934307226863;0.55;"Scope 1+2 (location-based) +3 (downstream)";640;2092;2318;"56372-abs-S12L3-2015-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";14.9592632364588;14.9439019214709;640;2092;0.234260614934114;0.998973123559289;11.9551215371767;14.9439019214709;2997.38710233742
"Italgas";"Italy";"Italy";"Energy utility networks";"Infrastructure";"Gas utilities";2015;5.5;2020;534192;534192;NA;2017;2018;513883;NA;29380.56;1;100;"Scope 1";513883;10400;0;"68188-abs-S1-2015-2020-1";"S1";"Scope 1";"S1";"";"absolute";534192;534192;513883;0;1;1;504811.44;522439.776;513883
"Carlsberg Breweries A/S";"Denmark";"Latvia";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2015;100;2030;846000;833329;NA;2017;2018;697640;NA;658.47428473138;0.000778338398027636;92;"Scope 1 +2 (market-based)";543;126;0;"2797-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";658.47428473138;658.47428473138;543;0;1;1;0;570.677713433863;543
"Carlsberg Breweries A/S";"Denmark";"Latvia";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2015;30;2030;6100000;945562;833329;2017;2018;8718009;697640;113.981300088128;0.000778338398027636;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";543;126;0;"2797-abs-S12M3-2015-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";4747.86422796858;379.937666960427;543;0;1;0.881305509316153;265.956366872299;364.74016028201;543
"Dentsu Inc.";"Japan";"Latvia";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2004;30;2030;22676;28665.92;NA;2017;2018;58007.24;NA;1.29002517616766;0.000189631501171233;100;"Scope 1+2 (location-based)";8;3;8;"4564-abs-S12L-2004-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4.30008392055888;4.30008392055887;8;3;0.727272727272727;1;3.01005874439121;3.65507133247504;11
"General Electric Company";"United States of America";"Latvia";"Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment";"Biotech, health care & pharma, Manufacturing, Services";"Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock";2011;20;2020;5199588;5199588;NA;2017;2018;3777485;NA;1.81693803152097;0.00000174719423108232;100;"Scope 1 +2 (market-based)";2.9;3.7;3.7;"7166-abs-S12M-2011-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";9.08469015760486;9.08469015760485;2.9;3.7;0.439393939393939;1;7.26775212608388;7.87339813659087;6.6
"Ingenico";"France";"Latvia";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2015;50;2020;305.19;8326;NA;2017;2018;11218;NA;0.489696915671243;0.00320912818684257;3.7;"Scope 2 (location-based)";16;36;0;"9101-abs-S2L-2015-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";0.979393831342484;0.979393831342486;0;36;0;1;0.489696915671243;0.783515065073989;36
"JCDecaux SA.";"France";"Latvia";"Web & marketing services";"Services";"Marketing";2012;15;2020;187978;206418;NA;2017;2018;240162;NA;20.7810390486422;0.000737002523296775;91;"Scope 2 (location-based)";52;177;79;"9731-abs-S2L-2012-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";138.540260324281;138.540260324281;0;177;0;1;117.759221275639;125.55211091888;177
"Kesko Corporation";"Finland";"Latvia";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";2015;21;2025;42187;43302;NA;2017;2018;48219;NA;106.563317364524;0.0120284535141749;97.4;"Scope 1";580;702;702;"10095-abs-S1-2015-2025-1";"S1";"Scope 1";"S1";"";"absolute";507.444368402497;507.444368402495;580;0;1;1;400.881051037971;486.13170492959;580
"Kesko Corporation";"Finland";"Latvia";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";2015;17;2025;70532;144436;NA;2017;2018;82421;NA;102.125536938402;0.00851724681816527;100;"Scope 2 (market-based)";580;702;702;"10095-abs-S2M-2015-2025-1";"S2M";"Scope 2";"";"S2M";"absolute";600.738452578833;600.738452578835;0;702;0;1;498.612915640433;580.313345191155;702
"L'Oréal";"France";"Latvia";"Chemicals";"Manufacturing";"Personal care & household products";2005;60;2020;240844;NA;NA;2013;2014;NA;NA;158.819468001366;0.00109904798681142;100;"Other, please specify: Scope 1 + Scope 2 (Operations sites)";74;44;0;"10389-abs-S12X-2005-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";264.69911333561;264.69911333561;74;44;0.627118644067797;1;105.879645334244;179.995397068215;179.995397068215
"L'Oréal";"France";"Latvia";"Chemicals";"Manufacturing";"Personal care & household products";2015;100;2020;400000;NA;NA;2015;2016;NA;NA;498.034076015727;0.00124508519003932;100;"Other, please specify: Scope1+Scope2+Downstream transportation";76;37;46;"10389-abs-S12X-2015-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";498.034076015728;498.034076015727;76;46;0.622950819672131;1;0;498.034076015727;498.034076015727
"Merck & Co., Inc.";"United States of America";"Latvia";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;40;2025;1456100;1456100;NA;2015;2016;1264100;NA;77.5036593479707;0.000133067198935462;100;"Scope 1 +2 (market-based)";100;100;100;"11765-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";193.759148369926;193.759148369927;100;100;0.5;1;116.255489021956;193.759148369927;168.210246174318
"Orkla ASA";"Norway";"Latvia";"Chemicals, Financial services, Food & beverage processing, Metal smelting, refining & forming";"Food, beverage & agriculture, Manufacturing, Materials, Services";"Baked goods & cereals, Banks, Metal processing, Other food processing, Personal care & household products";2014;63;2025;218648;209648;NA;2017;2018;141449;NA;8977.02229049339;0.065169778506741;100;"Scope 1 +2 (market-based)";9218;1745.2;0.2;"14057-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";14249.2417309419;14249.2417309419;9218;0.2;0.999978303790328;1;5272.2194404485;11800.9629244437;9218.20000000001
"Orkla ASA";"Norway";"Latvia";"Chemicals, Financial services, Food & beverage processing, Metal smelting, refining & forming";"Food, beverage & agriculture, Manufacturing, Materials, Services";"Baked goods & cereals, Banks, Metal processing, Other food processing, Personal care & household products";2014;77;2040;218648;209648;NA;2017;2018;141449;NA;10971.9161328253;0.065169778506741;100;"Scope 1 +2 (market-based)";9218;1745.2;0.2;"14057-abs-S12M-2014-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";14249.2417309419;14249.2417309419;9218;0.2;0.999978303790328;1;3277.32559811665;12983.2514079236;9218.20000000001
"Voestalpine AG";"Austria";"Latvia";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;5;2035;11000000;NA;NA;2016;2017;15141989;NA;10.3272855747574;0.0000187768828631952;100;"Scope 1 +2 (market-based)";82;324;168;"20301-abs-S12M-1990-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";206.545711495147;206.545711495148;82;168;0.328;1;196.218425920391;200.578835385288;284.31935376879
"Voestalpine AG";"Austria";"Latvia";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;80;2050;11000000;NA;NA;2016;2017;15141989;NA;165.236569196118;0.0000187768828631952;100;"Scope 1 +2 (market-based)";82;324;168;"20301-abs-S12M-1990-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";206.545711495147;206.545711495147;82;168;0.328;1;41.3091422990295;134.94319817683;284.31935376879
"Skandinaviska Enskilda Banken AB (SEB AB)";"Sweden";"Latvia";"Financial services";"Services";"Asset managers, Banks";2015;20;2020;5108;5108;NA;2015;2016;5505;NA;79.8391231832261;0.0781510602811532;100;"Scope 2 (market-based)";0;698;328;"22943-abs-S2M-2015-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";399.195615916131;399.195615916131;0;328;0;1;319.356492732904;399.195615916131;430.221586847748
"Equinor";"Norway";"Latvia";"Oil & gas extraction & production, Oil & gas processing";"Fossil Fuels";"Oil & gas extraction, Oil & gas refining";2007;11;2020;10483970;15222876;NA;2010;2011;15391778;NA;191.938974483819;0.000166435021087881;61;"Scope 1";2360;2705;0;"23132-abs-S1-2007-2020-1";"S1";"Scope 1";"S1";"";"absolute";1744.89976803471;1744.89976803472;2360;0;1;1;1552.9607935509;1700.60615853845;2561.73089600998
"EVRY ASA";"Norway";"Latvia";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";2011;75;2030;14776;NA;NA;2017;2018;NA;NA;37.1747881355932;0.0033545197740113;100;"Other, please specify: Scope1+2(locationb)+Scope3 all relevant";2;17;51;"31270-abs-S12L3-2011-2030-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";49.566384180791;49.5663841807909;2;17;0.105263157894737;1;12.3915960451977;37.8269774011299;37.8269774011299
"EVRY ASA";"Norway";"Latvia";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";2011;90;2050;14776;NA;NA;2017;2018;NA;NA;44.6097457627119;0.0033545197740113;100;"Other, please specify: Scope1+2(locationb)+Scope3 all relevant";2;17;51;"31270-abs-S12L3-2011-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";49.566384180791;49.566384180791;2;17;0.105263157894737;1;4.9566384180791;42.703346371143;42.703346371143
"AbbVie Inc";"United States of America";"Latvia";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;25;2025;665467;665467;NA;2015;2016;588993;NA;25.0104257945694;0.000150333079143335;100;"Scope 1 +2 (market-based)";76.1;23.85;23.85;"45103-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";100.041703178278;100.041703178278;76.1;23.85;0.761380690345173;1;75.0312773837082;100.041703178278;88.5451312838703
"AbbVie Inc";"United States of America";"Latvia";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;50;2035;665467;665467;NA;2015;2016;588993;NA;50.0208515891387;0.000150333079143335;100;"Scope 1 +2 (market-based)";76.1;23.85;23.85;"45103-abs-S12M-2015-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";100.041703178278;100.041703178277;76.1;23.85;0.761380690345173;1;50.0208515891387;100.041703178277;88.5451312838703
"Atea ASA";"Norway";"Lithuania";"IT & software development";"Services";"Software";2015;43;2030;7613;8683.2;NA;2015;2016;6816;NA;740.92344147319;0.226333609729132;100;"Scope 1+2 (location-based)";1329.2;636.1;1180;"1115-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1723.07777086788;1723.07777086788;1329.2;636.1;0.676334401872488;1;982.154329394694;1723.07777086788;1542.68988391376
"Atea ASA";"Norway";"Lithuania";"IT & software development";"Services";"Software";2015;57;2040;7613;8683.2;NA;2015;2016;6816;NA;982.154329394693;0.226333609729132;100;"Scope 1+2 (location-based)";1329.2;636.1;1180;"1115-abs-S12L-2015-2040-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1723.07777086788;1723.07777086788;1329.2;636.1;0.676334401872488;1;740.92344147319;1723.07777086788;1542.68988391376
"Aviva plc";"United Kingdom of Great Britain and Northern Ireland";"Lithuania";"Financial services";"Services";"Asset managers, Insurance";2010;70;2030;146248;NA;132412;2017;2018;70029;49195;97.9455825443745;0.00136192702510418;100;"Scope 1+2 (location-based) +3 (upstream)";23;44;0;"1268-abs-S12L3-2010-2030-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";199.179103567436;139.922260777678;23;44;0.343283582089552;0.702494680775107;41.9766782333034;105.641306887147;67.0000000000001
"Carlsberg Breweries A/S";"Denmark";"Lithuania";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2015;100;2030;846000;833329;NA;2017;2018;697640;NA;1156.87747262198;0.00136746746172811;92;"Scope 1 +2 (market-based)";954;1900;0;"2797-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1156.87747262198;1156.87747262198;954;0;1;1;0;1002.62714293905;953.999999999999
"Carlsberg Breweries A/S";"Denmark";"Lithuania";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2015;30;2030;6100000;945562;833329;2017;2018;8718009;697640;200.254438828866;0.00136746746172811;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";954;1900;0;"2797-abs-S12M3-2015-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";8341.55151654147;667.51479609622;954;0;1;0.881305509316153;467.260357267354;640.814204252371;953.999999999999
"Dentsu Inc.";"Japan";"Lithuania";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2004;30;2030;22676;28665.92;NA;2017;2018;58007.24;NA;0.703650096091453;0.000103435364275218;100;"Scope 1+2 (location-based)";0;6;14;"4564-abs-S12L-2004-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";2.34550032030484;2.34550032030484;0;6;0;1;1.64185022421339;1.99367527225912;6
"General Electric Company";"United States of America";"Lithuania";"Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment";"Biotech, health care & pharma, Manufacturing, Services";"Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock";2011;20;2020;5199588;5199588;NA;2017;2018;3777485;NA;62.1062454410805;0.0000597222755351775;100;"Scope 1 +2 (market-based)";28.8;196.8;196.8;"7166-abs-S12M-2011-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";310.531227205403;310.531227205403;28.8;196.8;0.127659574468085;1;248.424981764322;269.127063578016;225.6
"JCDecaux SA.";"France";"Lithuania";"Web & marketing services";"Services";"Marketing";2012;15;2020;187978;206418;NA;2017;2018;240162;NA;25.1250980588103;0.000891065197658247;91;"Scope 2 (location-based)";77;214;99;"9731-abs-S2L-2012-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";167.500653725402;167.500653725402;0;214;0;1;142.375555666592;151.797467438646;214
"Kesko Corporation";"Finland";"Lithuania";"Convenience retail, Discretionary retail";"Retail";"Apparel stores, Specialist retail, Supermarkets, food & drugstores";2015;21;2025;42187;43302;NA;2017;2018;48219;NA;255.568231817333;0.0288475497210643;97.4;"Scope 1";1391;5667;5667;"10095-abs-S1-2015-2025-1";"S1";"Scope 1";"S1";"";"absolute";1216.99158008254;1216.99158008254;1391;0;1;1;961.423348265205;1165.87793371907;1391
