"Country/Region";"account_id";"company_name";"primary_sector";"primary_industry";"primary_activity";"Target year";"target_type";"Scope";"Scope_short";"incorporation_country";"Base year";"% reduction from base year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope1";"Scope2";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Global";14013;"Oracle Corporation";"IT & software development";"Services";"IT services";2020;"absolute";"Scope 1+2";"S12M";"United States of America";2015;20;373626;372207.96;NA;2019;296089.02;NA;0;1;81;"Scope 1+2 (market-based)";16520;560683;349022;16520;560683;349022;"14013-abs-S12M-2015-2020-1";"Business division";2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";216.454422336775;"S1";"S2M";373626;373626;16520;349022;0.0451931652176768;1;298900.8;313845.84;296089.02
"Global";14049;"Origin Energy";"Thermal power generation";"Power generation";"Coal generation";2032;"absolute";"Scope 1+2";"S12M";"Australia";2017;50;18246000;18159563.5;NA;2019;19245349.85;NA;0;1;95;"Scope 1+2 (market-based)";16984672;1271754;1270254;16984672;1271754;1270254;"14049-abs-S12M-2017-2032-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-16.1021593773978;"S1";"S2M";18246000;18246000;16984672;1270254;0.930415823104405;1;9123000;17029600;19245349.85
"Global";14057;"Orkla ASA";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2025;"absolute";"Scope 1+2";"S12M";"Norway";2014;63;218648;209648;NA;2019;130807.2;NA;0;1;100;"Scope 1+2 (market-based)";120822.5;64782.8;9984.7;120822.5;64782.8;9984.7;"14057-abs-S12M-2014-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";63.7690906250418;"S1";"S2M";218648;218648;120822.5;9984.7;0.923668574818512;1;80899.76;156035.163636364;130807.2
"Global";14057;"Orkla ASA";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2040;"absolute";"Scope 1+2";"S12M";"Norway";2014;77;218648;209648;NA;2019;130807.2;NA;0;1;100;"Scope 1+2 (market-based)";120822.5;64782.8;9984.7;120822.5;64782.8;9984.7;"14057-abs-S12M-2014-2040-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";52.1747105113978;"S1";"S2M";218648;218648;120822.5;9984.7;0.923668574818512;1;50289.04;186271.276923077;130807.2
"Global";14112;"Outotec Oyj";"Industrial support services";"Services";"Mining & metals support services";2025;"absolute";"Scope 1+2";"S12M";"Finland";2017;13;12170;12170;NA;2019;10370;NA;0;1;100;"Scope 1+2 (market-based)";4206;7617;6164;4206;7617;6164;"14112-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";113.772833575627;"S1";"S2M";12170;12170;4206;6164;0.405593056894889;1;10587.9;11774.475;10370
"Global";14516;"Peab AB";"Construction";"Infrastructure";"Non-residential building construction";2045;"absolute";"Scope 1+2+3";"S12M3";"Sweden";2017;100;134049;164690;89201;2019;118890.006;104780;118139.90673026;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";101974;4340;2806;101974;4340;2806;"14516-abs-S12M3-2017-2045-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";11.3092973464927;"S1";"S2M";134049;118139.90673026;101974;2806;0.973220080167971;0.54162972858097;0;109701.341963813;104780
"Global";14526;"Pearson";"Print & publishing services";"Services";"Print publishing";2020;"absolute";"Scope 1+2+3";"S12L3";"United Kingdom of Great Britain and Northern Ireland";2009;60;210306;NA;175044;2019;563632.54;60635.54;13574.8207957333;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";13251.22;47384.32;417.51;13251.22;47384.32;417.51;"14526-abs-S12L3-2009-2020-1";"Company-wide";2009;"No, but we are reporting another target that is science-based";102.933344745276;"S1";"S2L";210306;22624.7013262222;13251.22;47384.32;0.218538830527443;0.107579913679221;9049.88053048887;10283.9551482828;60635.54
"Global";14526;"Pearson";"Print & publishing services";"Services";"Print publishing";2030;"absolute";"Scope 1+2+3";"S12L3";"United Kingdom of Great Britain and Northern Ireland";2018;50;479410;84652.06;62978.04;2019;563632.54;60635.54;178331.762726152;1;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";13251.22;47384.32;417.51;13251.22;47384.32;417.51;"14526-abs-S12L3-2018-2030-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";6.7691537514862;"S1";"S2L";479410;356663.525452304;13251.22;47384.32;0.218538830527443;0.74396346645315;178331.762726152;341802.545225125;60635.54
"Global";14562;"Pernod Ricard";"Food & beverage processing";"Food, beverage & agriculture";"Alcoholic beverages";2030;"absolute";"Scope 1+2";"S12M";"France";2018;30;296812;296812;NA;2019;297893;NA;0;1;100;"Scope 1+2 (market-based)";262378;65865;35515;262378;65865;35515;"14562-abs-S12M-2018-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-0.805223508483484;"S1";"S2M";296812;296812;262378;35515;0.880779340232902;1;207768.4;289391.7;297893
"Global";14678;"PG&E Corporation";"Energy utility networks";"Infrastructure";"Electricity networks";2022;"absolute";"Scope 1+2";"S12M";"United States of America";2016;10;1540000;1768544.32;NA;2019;1718804.6;NA;0;1;38;"Scope 1+2 (market-based)";4495574;2930616;27596;4495574;2930616;27596;"14678-abs-S12M-2016-2022-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";55.3928571428571;"S1";"S2M";1540000;1540000;4495574;27596;0.99389896908584;1;1386000;1463000;1718804.6
"Global";14683;"Pfizer Inc.";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2012;20;2005730;2005730;NA;2019;1496924;NA;0;1;100;"Scope 1+2 (location-based)";734638;762286;634205;734638;762286;634205;"14683-abs-S12L-2012-2020-1";"Company-wide";2013;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";126.838108818236;"S1";"S2L";2005730;2005730;734638;762286;0.490765062220928;1;1604584;1654727.25;1496924
"Global";14683;"Pfizer Inc.";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2050;"absolute";"Scope 1+2";"S12L";"United States of America";2000;60;3479388;NA;NA;2019;1496924;NA;0;1;100;"Scope 1+2 (location-based)";734638;762286;634205;734638;762286;634205;"14683-abs-S12L-2000-2050-1";"Company-wide";2002;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";94.9622941352521;"S1";"S2L";3479388;3479388;734638;762286;0.490765062220928;1;1391755.2;2686087.536;1496924
"Global";14709;"Koninklijke Philips NV";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2025;"absolute";"Scope 1+2";"S12M";"Netherlands";2015;75;145137;145136;NA;2019;49352;NA;0;1;100;"Scope 1+2 (market-based)";260243;496492;236409;260243;496492;236409;"14709-abs-S12M-2015-2025-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";88.0290116694342;"S1";"S2M";145137;145137;260243;236409;0.52399466829893;1;36284.25;101595.9;49352
"Global";14709;"Koninklijke Philips NV";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2040;"absolute";"Scope 1+2";"S12M";"Netherlands";2015;90;145137;145136;NA;2019;49352;NA;0;1;100;"Scope 1+2 (market-based)";260243;496492;236409;260243;496492;236409;"14709-abs-S12M-2015-2040-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";73.3575097245285;"S1";"S2M";145137;145137;260243;236409;0.52399466829893;1;14513.7;124237.272;49352
"Global";14712;"Philip Morris International";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2010;40;914050;914050;NA;2019;555882;NA;0;1;100;"Scope 1+2 (market-based)";355789;412984;NA;355789;412984;NA;"14712-abs-S12M-2010-2030-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";97.9618182812756;"S1";"S2M";914050;914050;355789;NA;1;1;548430;749521;555882
"Global";14712;"Philip Morris International";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2040;"absolute";"Scope 1+2";"S12M";"United States of America";2010;60;914050;914050;NA;2019;555882;NA;0;1;100;"Scope 1+2 (market-based)";355789;412984;NA;355789;412984;NA;"14712-abs-S12M-2010-2040-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";65.3078788541838;"S1";"S2M";914050;914050;355789;NA;1;1;365620;749521;555882
"Global";14712;"Philip Morris International";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2030;"absolute";"Scope 1+2+3";"S12M3";"United States of America";2010;40;8062275;NA;914050;2019;4682492;555882;382845.164630287;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";355789;412984;NA;355789;412984;NA;"14712-abs-S12M3-2010-2030-1";"Company-wide";2016;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";104.802397586289;"S1";"S2M";8062275;957112.911575718;355789;NA;1;0.118714991931647;574267.746945431;784832.587492088;555882
"Global";14780;"Ping An Insurance Group Company of China Ltd";"Financial services";"Services";"Insurance";2021;"absolute";"Scope 1+2+3";"S12L3";"China";2016;80;36433;NA;NA;2019;727761;NA;0;1;100;"Scope 1+2 (location-based) +3 (downstream)";NA;NA;NA;NA;NA;NA;"14780-abs-S12L3-2016-2021-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";-96.2863338182417;"S1";"S2L";36433;36433;NA;NA;1;1;7286.6;18945.16;727761
"Global";14783;"Pinnacle West Capital Corporation";"Thermal power generation";"Power generation";"CCGT generation";2020;"absolute";"Scope 1+2";"S12M";"United States of America";2005;32;16557441;NA;NA;2019;12250933.52;NA;0;1;99.5;"Scope 1+2 (market-based)";12298802;NA;NA;12298802;NA;NA;"14783-abs-S12M-2005-2020-1";"Company-wide";2018;"No, and we do not anticipate setting one in the next 2 years";82.1234301846523;"S1";"S2M";16557441;16557441;12298802;NA;1;1;11259059.88;11612285.288;12250933.52
"Global";14810;"Pirelli";"Light manufacturing";"Manufacturing";"Tires";2025;"absolute";"Scope 1+2";"S12M";"Italy";2015;25;925477;913895;NA;2019;828388;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"14810-abs-S12M-2015-2025-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";41.9627932406748;"S1";"S2M";925477;925477;NA;NA;1;1;694107.75;832929.3;828388
"Global";14821;"Pitney Bowes Inc.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2020;"absolute";"Scope 1+2";"S12M";"United States of America";2015;8;75902;75902;NA;2019;68436;NA;0;1;100;"Scope 1+2 (market-based)";30478;41241;37958;30478;41241;37958;"14821-abs-S12M-2015-2020-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";159.976021712208;"S1";"S2M";75902;75902;30478;37958;0.445350400374072;1;69829.84;71044.272;68436
"Global";14830;"PNC Financial Services Group, Inc.";"Financial services";"Services";"Banks";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2009;30;480206;480205;NA;2019;212218;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"14830-abs-S12L-2009-2020-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";186.00003609562;"S1";"S2L";480206;480206;NA;NA;1;1;336144.2;349240.727272727;212218
"Global";14830;"PNC Financial Services Group, Inc.";"Financial services";"Services";"Banks";2035;"absolute";"Scope 1+2";"S12L";"United States of America";2009;75;480206;480205;NA;2019;212218;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"14830-abs-S12L-2009-2035-1";"Company-wide";2017;"No, but we anticipate setting one in the next 2 years";74.400014438248;"S1";"S2L";480206;480206;NA;NA;1;1;120051.5;341685.038461538;212218
"Global";14842;"Platinum Asset Management";"Financial services";"Services";"Asset managers";2020;"absolute";"Scope 2";"S2L";"Australia";2019;5;284.51;99.159;NA;2019;99.159;NA;0;1;5;"Scope 2 (location-based)";NA;NA;NA;NA;NA;NA;"14842-abs-S2L-2019-2020-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";NA;"";"S2L";284.51;284.51;0;NA;0;1;270.2845;284.51;99.159
"Global";14877;"The Navigator Company";"Wood & paper materials";"Materials";"Pulp & paper mills";2035;"absolute";"Scope 1+2";"S12M";"Portugal";2018;86.1;769615;769615;NA;2019;NA;NA;0;1;100;"Scope 1+2 (market-based)";752023;NA;NA;752023;NA;NA;"14877-abs-S12M-2018-2035-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";2.65484115423022;"S1";"S2M";769615;769615;752023;NA;1;1;106976.485;730636.263823529;730636.263823529
"Global";14877;"The Navigator Company";"Wood & paper materials";"Materials";"Pulp & paper mills";2025;"absolute";"Scope 1+2";"S12M";"Portugal";2018;40.8;769615;769615;NA;2019;NA;NA;0;1;100;"Scope 1+2 (market-based)";752023;NA;NA;752023;NA;NA;"14877-abs-S12M-2018-2025-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";5.60249567105936;"S1";"S2M";769615;769615;752023;NA;1;1;455612.08;724757.44;724757.44
"Global";14901;"Ralph Lauren Corporation";"Discretionary retail";"Retail";"Apparel stores";2030;"absolute";"Scope 1+2+3";"S12M3";"United States of America";2020;30;1664744;1664742;126665;2020;1664742;126665;37999.5456521191;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";16248;100472;110417;16248;100472;110417;"14901-abs-S12M3-2020-2030-1";"Company-wide";2020;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";1664744;126665.15217373;16248;110417;0.128275372044369;0.0760868651118311;88665.6065216112;126665.15217373;126665
"Global";14928;"PPL Corporation";"Energy utility networks";"Infrastructure";"Electricity networks";2050;"absolute";"Scope 1+2";"S12L";"United States of America";2010;70;62577296;NA;NA;2019;NA;NA;0;1;99.9;"Other, please specify: Scope 1 + 2 (location and market-based)";26851641;NA;NA;26851641;NA;NA;"14928-abs-S12L-2010-2050-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";80.2939570013654;"S1";"S2L";62577296;62577296;26851641;NA;1;1;18773188.8;52721371.88;52721371.88
"Global";14960;"Power Corporation of Canada";"Financial services";"Services";"Insurance";2025;"absolute";"Scope 1+2";"S12L";"Canada";2013;27.3;22312.04;25807.083606;NA;2019;21694.646988;NA;0;1;37.89;"Scope 1+2 (location-based)";21309;40209;40209;21309;40209;40209;"14960-abs-S12L-2013-2025-1";"Country/region";2013;"No, but we anticipate setting one in the next 2 years";46.5265643169591;"S1";"S2L";22312.04;22312.04;21309;40209;0.346386423485809;1;16220.85308;19266.44654;21694.646988
"Global";14960;"Power Corporation of Canada";"Financial services";"Services";"Insurance";2036;"absolute";"Scope 1+2";"S12L";"Canada";2013;50.4;22312.04;25807.083606;NA;2019;21694.646988;NA;0;1;37.89;"Scope 1+2 (location-based)";21309;40209;40209;21309;40209;40209;"14960-abs-S12L-2013-2036-1";"Country/region";2013;"No, but we anticipate setting one in the next 2 years";25.2018890050195;"S1";"S2L";22312.04;22312.04;21309;40209;0.346386423485809;1;11066.77184;19378.4917843478;21694.646988
"Global";14960;"Power Corporation of Canada";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2";"S12M";"Canada";2013;40;2331;68110.54;NA;2019;57256.92;NA;0;1;100;"Scope 1+2 (market-based)";21309;40209;40209;21309;40209;40209;"14960-abs-S12M-2013-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";159.90990990991;"S1";"S2M";2331;2331;21309;40209;0.346386423485809;1;1398.6;1531.8;57256.92
"Global";15097;"Principal Financial Group, Inc.";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2010;30;66922;66922;NA;2019;40620;NA;0;1;100;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"15097-abs-S12L-2010-2020-1";"Country/region";2012;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";131.008238446749;"S1";"S2L";66922;66922;NA;NA;1;1;46845.4;48853.06;40620
"Global";15132;"Procter & Gamble Company";"Chemicals";"Materials";"Personal care & household products";2020;"absolute";"Scope 1+2";"S12M";"United States of America";2010;30;5422275;5407790;NA;2019;4050359;NA;0;1;100;"Scope 1+2 (market-based)";2795000;3109000;NA;2795000;3109000;NA;"15132-abs-S12M-2010-2020-1";"Company-wide";2012;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";84.3603469023611;"S1";"S2M";5422275;5422275;2795000;NA;1;1;3795592.5;3958260.75;4050359
"Global";15132;"Procter & Gamble Company";"Chemicals";"Materials";"Personal care & household products";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2010;50;5422275;5407790;NA;2019;4050359;NA;0;1;100;"Scope 1+2 (market-based)";2795000;3109000;NA;2795000;3109000;NA;"15132-abs-S12M-2010-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";50.6162081414166;"S1";"S2M";5422275;5422275;2795000;NA;1;1;2711137.5;4202263.125;4050359
"Global";15271;"Public Service Enterprise Group Inc.";"Thermal power generation";"Power generation";"Coal generation";2025;"absolute";"Scope 1+2";"S12L";"United States of America";2005;25;26566330;26566330;NA;2019;14243955;NA;0;1;100;"Scope 1+2 (location-based)";13378214;865741;NA;13378214;865741;NA;"15271-abs-S12L-2005-2025-1";"Company-wide";2009;"No, and we do not anticipate setting one in the next 2 years";185.533718808733;"S1";"S2L";26566330;26566330;13378214;865741;0.939220462294356;1;19924747.5;21917222.25;14243955
"Global";15271;"Public Service Enterprise Group Inc.";"Thermal power generation";"Power generation";"Coal generation";2046;"absolute";"Scope 1";"S1";"United States of America";2005;80;24898116;24898116;NA;2019;13378214;NA;0;1;100;"Scope 1";13378214;865741;NA;13378214;865741;NA;"15271-abs-S1-2005-2046-1";"Business division";2019;"No, and we do not anticipate setting one in the next 2 years";57.835209298567;"S1";"";24898116;24898116;13378214;0;1;1;4979623.2;18096679.4341463;13378214
"Global";15271;"Public Service Enterprise Group Inc.";"Thermal power generation";"Power generation";"Coal generation";2030;"absolute";"Scope 1+2";"S12L";"United States of America";2005;40;26566330;26566330;NA;2019;14243955;NA;0;1;100;"Scope 1+2 (location-based)";13378214;865741;NA;13378214;865741;NA;"15271-abs-S12L-2005-2030-1";"Company-wide";2017;"No, and we do not anticipate setting one in the next 2 years";115.958574255458;"S1";"S2L";26566330;26566330;13378214;865741;0.939220462294356;1;15939798;20615472.08;14243955
"Global";15282;"Provident Financial plc";"Specialized professional services";"Services";"Other financial";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;30;5881;4612;NA;2019;2202;NA;0;1;100;"Scope 1+2 (location-based)";700;1502;NA;700;1502;NA;"15282-abs-S12L-2015-2020-1";"Company-wide";2016;"No, but we anticipate setting one in the next 2 years";180.184775831775;"S1";"S2L";5881;5881;700;1502;0.317892824704814;1;4116.7;4469.56;2202
"Global";15283;"Prudential plc";"Financial services";"Services";"Insurance";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2016;18;9609;101858;NA;2019;56220;NA;0;1;100;"Scope 1+2 (location-based)";17713;83386;NA;17713;83386;NA;"15283-abs-S12L-2016-2020-1";"Country/region";2016;"No, and we do not anticipate setting one in the next 2 years";83.3130976746337;"S1";"S2L";9609;9609;17713;83386;0.175204502517334;1;7879.38;8311.785;56220
"Global";15297;"PTT";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";2030;"absolute";"Scope 1+2";"S12L";"Thailand";2012;20;33705415;33705415;NA;2019;30216400;NA;0;1;100;"Scope 1+2 (location-based)";31115981;1800870;NA;31115981;1800870;NA;"15297-abs-S12L-2012-2030-1";"Site/facility";2012;"No, but we are reporting another target that is science-based";33.1794757607939;"S1";"S2L";33705415;33705415;31115981;1800870;0.945290331690598;1;26964332;31083882.7222222;30216400
"Global";15306;"Prudential Financial, Inc.";"Financial services";"Services";"Insurance";2050;"absolute";"Scope 1+2";"S12M";"United States of America";2017;65;80363;84811.545;NA;2019;66931.2;NA;0;1;90;"Scope 1+2 (market-based)";5577;84672;NA;5577;84672;NA;"15306-abs-S12M-2017-2050-1";"Country/region";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";30.1133606261588;"S1";"S2M";80363;80363;5577;NA;1;1;28127.05;77197.1848484848;66931.2
"Global";15309;"Prysmian SpA";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2022;"absolute";"Scope 1+2";"S12L";"Italy";2019;3;889000;891332.03;NA;2019;891332.03;NA;0;1;97;"Scope 1+2 (location-based)";329916;588983;540565;329916;588983;540565;"15309-abs-S12L-2019-2022-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";-112.107236595426;"S1";"S2L";889000;889000;329916;588983;0.359034017884446;1;862330;889000;891332.03
"Global";15345;"PUMA SE";"Textiles & fabric goods";"Apparel";"Apparel & footwear";2030;"absolute";"Scope 1+2";"S12M";"Germany";2017;35;47707;47229.93;NA;2019;17680.41;NA;0;1;99;"Scope 1+2 (market-based)";6854;48726;37300;6854;48726;37300;"15345-abs-S12M-2017-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";178.763823218515;"S1";"S2M";47707;47707;6854;37300;0.15522942428772;1;31009.55;45138.1615384615;17680.41
"Global";15365;"Kewpie Corporation";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2030;"absolute";"Scope 1+2";"S12M";"Japan";2013;20;222224;NA;NA;2019;131092.67;NA;0;1;73;"Scope 1+2 (market-based)";68363;106814;111216;68363;106814;111216;"15365-abs-S12M-2013-2030-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";42.1669126646987;"S1";"S2M";222224;222224;68363;111216;0.380684823949348;1;177779.2;206537.6;131092.67
"Global";15365;"Kewpie Corporation";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2021;"absolute";"Scope 1+2";"S12M";"Japan";2013;7.5;222224;NA;NA;2019;131092.67;NA;0;1;73;"Scope 1+2 (market-based)";68363;106814;111216;68363;106814;111216;"15365-abs-S12M-2013-2021-1";"Company-wide";2018;"No, but we anticipate setting one in the next 2 years";112.445100439196;"S1";"S2M";222224;222224;68363;111216;0.380684823949348;1;205557.2;209723.9;131092.67
"Global";15366;"QBE Insurance Group";"Financial services";"Services";"Insurance";2025;"absolute";"Scope 1+2";"S12M";"Australia";2018;30;29696;NA;NA;2019;12772;NA;0;1;100;"Scope 1+2 (market-based)";8686;22324;NA;8686;22324;NA;"15366-abs-S12M-2018-2025-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";196.83908045977;"S1";"S2M";29696;29696;8686;NA;1;1;20787.2;28423.3142857143;12772
"Global";15373;"Quebecor Inc.";"Media, telecommunications & data center services";"Services";"Telecommunications services";2030;"absolute";"Scope 1";"S1";"Canada";2019;99;7611;8020.5876;NA;2019;8020.5876;NA;0;1;54;"Scope 1";14852.94;127.3;91.21;14852.94;127.3;91.21;"15373-abs-S1-2019-2030-1";"Company-wide";2019;"No, and we do not anticipate setting one in the next 2 years";NA;"S1";"";7611;7611;14852.94;0;1;1;76.1100000000001;7611;8020.5876
"Global";15419;"QUALCOMM Inc.";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2025;"absolute";"Scope 1+2";"S12M";"United States of America";2014;30;230637;230637;NA;2018;192350;NA;0;1;100;"Scope 1+2 (market-based)";75349;155288;NA;75349;155288;NA;"15419-abs-S12M-2014-2025-1";"Company-wide";2015;"No, and we do not anticipate setting one in the next 2 years";59.6709692431541;"S1";"S2M";230637;230637;75349;NA;1;1;161445.9;205476.6;192350
"Global";15459;"Red Eléctrica Corporación, S.A.";"Energy utility networks";"Infrastructure";"Electricity networks";2030;"absolute";"Scope 1+2";"S12M";"Spain";2015;30;1176028;1176029;NA;2019;805066;NA;0;1;100;"Scope 1+2 (market-based)";23614;NA;NA;23614;NA;NA;"15459-abs-S12M-2015-2030-1";"Company-wide";2017;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";105.145455720442;"S1";"S2M";1176028;1176028;23614;NA;1;1;823219.6;1081945.76;805066
"Global";15459;"Red Eléctrica Corporación, S.A.";"Energy utility networks";"Infrastructure";"Electricity networks";2020;"absolute";"Scope 1+2";"S12M";"Spain";2015;10;1176028;1176029;NA;2019;805066;NA;0;1;100;"Scope 1+2 (market-based)";23614;NA;NA;23614;NA;NA;"15459-abs-S12M-2015-2020-1";"Company-wide";2017;"No, but we are reporting another target that is science-based";315.436367161326;"S1";"S2M";1176028;1176028;23614;NA;1;1;1058425.2;1081945.76;805066
"Global";15485;"Rakuten,Inc.";"Discretionary retail";"Retail";"Discretionary delivery retail";2025;"absolute";"Scope 2";"S2M";"Japan";2019;30;50564;50058.36;NA;2019;50058.36;NA;0;1;99;"Scope 2 (market-based)";2591;65235;50564;2591;65235;50564;"15485-abs-S2M-2019-2025-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"";"S2M";50564;50564;0;50564;0;1;35394.8;50564;50058.36
"Global";15485;"Rakuten,Inc.";"Discretionary retail";"Retail";"Discretionary delivery retail";2050;"absolute";"Scope 1+2";"S12M";"Japan";2019;80;53155;52623.45;NA;2019;52623.45;NA;0;1;99;"Scope 1+2 (market-based)";2591;65235;50564;2591;65235;50564;"15485-abs-S12M-2019-2050-1";"Company-wide";2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";53155;53155;2591;50564;0.0487442385476437;1;10631;53155;52623.45
"Global";15493;"Raiffeisen Bank International AG";"Financial services";"Services";"Banks";2025;"absolute";"Scope 1+2";"S12L";"Austria";2011;35;79988;79988;NA;2019;56781;NA;0;1;100;"Scope 1+2 (location-based)";7112;37190;34242;7112;37190;34242;"15493-abs-S12L-2011-2025-1";"Company-wide";2011;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";82.8945770436994;"S1";"S2L";79988;79988;7112;37190;0.160534513114532;1;51992.2;63990.4;56781
"Global";15493;"Raiffeisen Bank International AG";"Financial services";"Services";"Banks";2050;"absolute";"Scope 1+2";"S12L";"Austria";2011;65;79988;79988;NA;2019;56781;NA;0;1;100;"Scope 1+2 (location-based)";7112;37190;34242;7112;37190;34242;"15493-abs-S12L-2011-2050-1";"Company-wide";2011;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";44.6355414850689;"S1";"S2L";79988;79988;7112;37190;0.160534513114532;1;27995.8;69322.9333333333;56781
